X..Pathway.Id	Pathway.Name	hsa-let-7g-5p(+)	hsa-miR-100-5p(-)	hsa-miR-103a-3p(+)	hsa-miR-106b-5p(+)	hsa-miR-11400(-)	hsa-miR-122-5p(-)	hsa-miR-1273h-3p(-)	hsa-miR-1299(-)	hsa-miR-1307-3p(-)	hsa-miR-146-5p(+)	hsa-miR-148a-3p(-)	hsa-miR-148a-5p(-)	hsa-miR-148b-3p(-)	hsa-miR-151a-3p(-)	hsa-miR-15b-5p(+)	hsa-miR-16-5p(+)	hsa-miR-17-5p(+)	hsa-miR-191-5p(+)	hsa-miR-192-5p(-)	hsa-miR-193b-5p(-)	hsa-miR-197-3p(+)	hsa-miR-20a-5p(+)	hsa-miR-20b-5p(+)	hsa-miR-221-3p(+)	hsa-miR-223-3p(+)	hsa-miR-26b-5p(+)	hsa-miR-27a-5p(-).x	hsa-miR-27a-5p(-).y	hsa-miR-30a-3p(-)	hsa-miR-3168(+)	hsa-miR-335-5p(+)	hsa-miR-361-3p(-)	hsa-miR-361-5p(+)	hsa-miR-3615(-)	hsa-miR-375-3p(-)	hsa-miR-423-3p(-)	hsa-miR-499a-5p(+)	hsa-miR-502-3p(+)	hsa-miR-532-5p(-)	hsa-miR-548o-3p(-)	hsa-miR-582-3p(-)	hsa-miR-652-3p(+)	hsa-miR-664a-5p(-)	hsa-miR-6842-3p(-)	hsa-miR-769-5p(-)	hsa-miR-7706(-)	hsa-miR-93-5p(+)	hsa-miR-941(-)	hsa-miR-98-5p(-)	hsa-miR-98-5p(+)	hsa-miR-99a-5p(-)	hsa-miR-99b-5p(-)
path:hsa00270	Cysteine and methionine metabolism	0.0356619881868058	1.02743075247099e-08	0.143898887006667	-0.371059569403158	0	0	0	0	0	0	0.0539384466706617	0	0.681355696763166	-0.00154316488433943	-0.00819154477149301	0.0427539078479927	-0.0447423992370518	-0.00479933373195251	0	0	-0.00369627119267793	0	0	-0.0115195711306714	-0.058437485180969	-7.70238150843904e-09	0.0165221106791823	0.0165221106791823	0.072096062753321	0	0	0	-4.9824780382715e-08	0	-0.000151618776166987	0.00316541991750856	0.0951880595241259	0	1.12258859394023e-05	0	2.27443330032341e-06	-8.85773873470491e-08	0	0	-0.0216000132905673	0	0	0	-0.0496693894652876	0.0468771659523708	2.34633678283174e-08	0
path:hsa00280	Valine, leucine and isoleucine degradation	-6.93940697794657e-05	3.94877107092349e-13	0.00412786685408879	0	0	0.111924636597191	0	0	0	0	1.78892692672852e-05	0	0.00021940258015283	-1.21043143513183e-06	-0.00484309387229688	-1.80387866820451e-07	-1.85478035658894e-05	9.47024046350637e-06	0	0	-4.43341645603399e-05	0	0	0	-2.0886689164715e-07	0	-2.10271301681022e-05	-2.10271301681022e-05	5.34139461896834e-05	0	5.9514523640124e-06	0	0	0	6.37732804722461e-07	2.563341077874e-06	-8.41341086914977e-05	0	-4.6170387967683e-07	0	0.000158549564613846	0	0	0	1.06367030485605e-05	0	0	0	0.000644486610850679	-0.000608256033266574	0	0
path:hsa00290	Valine, leucine and isoleucine biosynthesis	0	0	8.4779545919147e-12	0	0	0	0	0	0	0	0	0	2.66311420392536e-09	0	0	0	0	0	0	0	-5.96862758239195e-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19912867180778e-17	0	0	0	0	0	0	0	0	0	0	0	0	-5.16211813720041e-10	4.87192355670897e-10	0	0
path:hsa00310	Lysine degradation	-0.000610473701224893	-2.25280057171172e-10	0.144214933477593	-3.19961375741021e-08	0	0.0159892337995987	0	0	0	0	-0.000161936049081403	0	0.0423200616466291	0.000279089871172125	0.00768947398770623	0.0479105368169714	0.0445460023502694	0.0164707455284744	0	0	-0.00258841570165193	0	0	0	0.000181408390602771	0.0422530642748655	0.0473630145092086	0.0473630145092086	0.313542328372081	0	1.70516467150274e-05	0	0	0	-0.000165086558851903	-0.000570293340910136	0.083013249670398	0	-0.000155510353603912	0	0.000454267228588286	0	0	0	-0.0121685459423004	0	0	0	0.0263044229619391	-0.0248256886936356	0	0
path:hsa00330	Arginine and proline metabolism	0.00475683515268221	-3.99302540945364e-08	-0.0167031532951041	-0.111960894598089	0	0.195868114045084	0	0	0	0	-0.000115381038798459	0	0.0700380375094475	0.000580606081244492	-0.00546074169781655	1.83914283255665e-05	0.00723491413156965	0.00167180766509102	0	0	-0.0223256880832834	0	0	-0.00284891087688177	0.000127976094722215	0	-6.91528883123749e-05	-6.91528883123749e-05	0.0758192919373463	0	0	0	0	0	0.00107180090025603	-0.0011902491284671	-0.00214046644027254	0	0.000745770529703316	0	2.19855817027927e-09	0	0	0	-0.00674083773446634	0	0	0	0.013635530724628	-0.0128689932271817	0	0
path:hsa00340	Histidine metabolism	6.74292370036095e-05	-2.78512991766224e-13	0.0160417853483492	0	0	0	0	0	0	0	7.61937264393084e-08	0	-0.00150004809074761	4.60391321619961e-06	0.0217554479542281	0.00789451826310215	0.0033966559465578	0.0082357667654399	0	0	0.000151966766829755	0	0	0	2.12695110320858e-13	0	0.0055195163499395	0.0055195163499395	-0.000203723656121945	0	0	0	0	0	3.02281474149072e-09	-1.01885421929632e-05	0.00290848749018146	0	-4.53068910598183e-05	0	3.65398376618221e-18	0	0	0	0.00374318020532407	0	0	0	-0.0029694952701294	0.00280256157909732	0	0
path:hsa00350	Tyrosine metabolism	0.000135350500225355	3.40314038653287e-10	0.0342107931719412	0	0	0	0	0	0	0	-1.16472216632489e-05	0	-0.0100578143388755	4.85043419192319e-06	0.0264957529219768	0.0078946517849214	0.0033966559464899	0.0082357667654399	0	0	0.000225118935083963	0	0	0	2.12694644114536e-13	0	0.00551460226154448	0.00551460226154448	-0.000203730999731783	0	0	0	0	0	-4.13594401679049e-07	-1.09214662528325e-05	0.00386114067501502	0	-8.21799233649564e-05	0	3.65397575701675e-18	0	0	0	0.00490214858092202	0	0	0	-0.0040080296658851	0.00378271353468172	0	0
path:hsa00360	Phenylalanine metabolism	0.000135290004386717	3.40314041020485e-10	0.0160217818498994	0	0	0	0	0	0	0	-1.16467210840545e-05	0	-0.00155967482405572	5.36484846070322e-06	0.0264915308461375	0.00787463578246627	0.0132130244144283	0.0082357667654399	0	0	0.000307898233435208	0	0	0	2.12694900150299e-13	0	0.00551951634820472	0.00551951634820472	-0.000203731065241385	0	0	0	0	0	-4.21473110445788e-07	-1.19136194148697e-05	0.00386124068287294	0	-6.16250235364867e-05	0	3.65398015556883e-18	0	0	0	0.00490401046736781	0	0	0	-0.00408816568479238	0.0038583446124445	0	0
path:hsa00380	Tryptophan metabolism	-5.47203588624712e-07	-3.41300074906276e-10	0.0445409652647738	0	0	0	0	0	0	0	0.000206608964466736	0	-0.000985604981164039	-0.000243699298723597	0.0170292273700539	0.0146561001154104	0.00357891430513261	0.00824443041631814	0	0	-0.000653974095222367	0	0	0	-0.000211038230118993	0	0.0109494345855203	0.0109494345855203	-0.000386910641235479	0	1.70516467150274e-05	0	0	0	8.18632996781263e-06	0.000498977254548587	-0.14835734602147	0	-1.44687898435648e-06	0	0.000454260486573488	0	0	0	0.0041929591591739	0	0	0	-0.00758075737328516	0.00715459612565803	0	0
path:hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	0	0	3.12929314405491e-08	0	0	0	0	0	0	0	0	0	2.79162492299819e-08	0	0	0	0	0	0	0	-8.53052069103153e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.74714480791579e-11	0	0	3.50740608194797e-13	0	0	0	0	0	1.98710726576708e-14	0	0	0	2.80080135215352e-06	-2.64335098937107e-06	0	0
path:hsa00410	beta-Alanine metabolism	6.00460166407749e-05	7.21756898786806e-13	-0.00458586501603457	0	0	0	0	0	0	0	2.73193760186171e-07	0	-0.000737916481322782	-0.000251226174860564	0.0212401643080794	0.00789565527456536	0.00335841340647091	0.00824523700590341	0	0	0.000177536971662777	0	0	0	-2.32729064078795e-07	0	0.00548111675432042	0.00548111675432042	0.0562166348084398	0	0.000383492178095985	0	0	0	1.48065836019018e-08	0.000514702761980337	0.0027493652938877	0	-2.72849468005801e-05	0	0.0102164170194584	0	0	0	-0.00192945116242874	0	0	0	-0.00125459794851558	0.00118406924001292	0	0
path:hsa00430	Taurine and hypotaurine metabolism	1.18738778125745e-08	1.97639768007895e-06	-3.6420478573219e-05	0	0	0	0	0	0	0	6.70628013239773e-11	0	1.84413450614193e-06	-6.60219146896755e-11	3.34717441172812e-10	-7.66694195186519e-07	-5.07815705518993e-07	-4.34021560054966e-08	0	0	-2.57452974222514e-06	0	0	0	-4.13549657115624e-12	-1.21649487948909e-06	6.48940591286863e-11	6.48940591286863e-11	1.06818618599096e-07	0	0	0	-7.86920125169504e-06	0	2.121693597429e-12	6.41539510955359e-11	-1.17882516172224e-08	0	4.59635264313312e-08	0	-7.10455323270554e-17	-1.39896911141246e-05	0	0	-6.14427923952533e-08	0	0	0	1.40087559280192e-07	-1.32212371340493e-07	3.70574565638488e-06	0
path:hsa00440	Phosphonate and phosphinate metabolism	0	0	-4.25757157953527e-07	0	0	0	0	0	0	0	0	0	0.000142625669051653	0	0	0	0	0	0	0	-2.35983493372396e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54523429547104e-10	0	0	2.02241522470304e-05	0	0	0	0	0	-9.15239654121554e-08	0	0	0	-7.73249499397675e-05	7.29780363641975e-05	0	0
path:hsa00450	Selenocompound metabolism	3.11301786714317e-08	2.5763076510466e-12	-0.000646994955944313	-0.0367682975010043	0	0	0	0	0	0	-4.07895081323931e-07	0	-0.000207228492119901	-0.000328498021272404	-9.40843579262303e-06	0.0127151027990503	8.64922717069976e-07	-0.0106122635540001	0	0	0.000171843463120031	0	0	0	3.84794056444612e-13	0	-1.00704345737112e-05	-1.00704345737112e-05	4.936111923096e-07	0	0	0	0	0	2.11220720316776e-08	0.000674289413630971	-6.48915372234885e-05	0	-8.90440576210889e-06	0	6.61054799732334e-18	0	0	0	-0.00359207656484828	0	0	0	-0.0223512012977447	0.0210947020639638	0	0
path:hsa00470	D-Amino acid metabolism	1.26094101705377e-07	0	0.00424886365722468	0	0	0	0	0	0	0	5.97175570094811e-16	0	-0.000382802959309136	-0.000254440048292305	8.8002558899175e-06	9.95865508290633e-11	0	0	0	0	-0.000183873263560267	0	0	0	0	0	-1.02426575699301e-05	-1.02426575699301e-05	0	0	0	0	0	0	-4.37033372390871e-15	0.000522258219901079	-5.47206784970769e-05	0	-5.60338191185064e-06	0	0	0	0	0	-0.00170589525663038	0	0	0	-0.000992593926239075	0.000936794083932576	0	0
path:hsa00480	Glutathione metabolism	8.80897828848673e-05	0.000442977305891231	0.00844240299935379	2.52017034138792e-16	0	0.111924660263973	0	0	0	0	0.000179502247263325	0	-0.000559702129189274	-0.000278986628684604	0.0059612078076837	0.0106462187444572	-0.0207305514597262	-0.00899464334223529	0	0	-0.000305133526349406	0	0	-0.00028903495805455	-0.000194803508950536	-0.000272657515604085	-7.67898923339111e-05	-7.67898923339111e-05	0.0576406295500778	0	-5.91910286168001e-06	0	-0.00176375330406392	0	2.10310293479451e-06	0.000572104569496964	-0.0789964228356856	0	-3.34419426900943e-05	0	-3.34661599990145e-09	-0.00313556142944697	0	0	-0.00635014356993793	0	0	0	-0.0141745215597036	0.0133776840545635	0.0008305825377209	0
path:hsa00500	Starch and sucrose metabolism	1.01882284014441e-06	-8.18736787824204e-07	-0.0138688711599796	4.73141657641215e-15	0	0.186541505320068	0	0	0	0	0.00373537449141629	0	-0.0308455316285247	7.60343688148699e-07	6.91743750970472e-05	-5.31646760347776e-06	2.73996007918868e-05	-8.23502145431945e-15	0	0	-0.00106731662647044	0	0	-0.00542639824476607	-5.23289995408185e-08	0	2.40834813098482e-05	2.40834813098482e-05	-9.11413678524544e-05	0	-0.00241629073214998	0	0	0	0.00020366234910092	-6.31790325073668e-07	-0.0753958523701076	0	-2.18600955006885e-05	0	-8.98983124408743e-13	0	0	0	-0.55758369218794	0	0	0	0.00315870975790474	-0.00298113915050549	0	0
