X..Pathway.Id	Pathway.Name	hsa-miR-1-3p(-)	hsa-miR-11400(+)	hsa-miR-1228-5p(-)	hsa-miR-1246(-)	hsa-miR-126-3p(+)	hsa-miR-139-5p(+)	hsa-miR-142-3p(+)	hsa-miR-144-5p(+)	hsa-miR-146a-5p(-)	hsa-miR-146b-5p(+)	hsa-miR-150-5p(+)	hsa-miR-193a-5p(-)	hsa-miR-197-3p(-)	hsa-miR-199a-3p(-)	hsa-miR-199a-5p(+)	hsa-miR-20a-5p(-)	hsa-miR-215-5p(+)	hsa-miR-221-3p(-)	hsa-miR-223-3p(-)	hsa-miR-224-5p(+)	hsa-miR-3168(-)	hsa-miR-32-5p(+)	hsa-miR-335-5p(-)	hsa-miR-338-5p(-)	hsa-miR-340-3p(+)	hsa-miR-342-5p(+)	hsa-miR-363-3p(+)	hsa-miR-370-3p(+)	hsa-miR-374a-5p(+)	hsa-miR-375-3p(+)	hsa-miR-378a-3p(-)	hsa-miR-381-3p(+)	hsa-miR-409-3p(+)	hsa-miR-4433b-3p(+)	hsa-miR-450b-5p(-)	hsa-miR-493-3p(+)	hsa-miR-495-3p(+)	hsa-miR-501-3p(-)	hsa-miR-502-3p(-)	hsa-miR-542-3p(-)	hsa-miR-543(+)	hsa-miR-654-3p(+)	hsa-miR-99b-5p(+)
path:hsa00100	Steroid biosynthesis	9.86691077765428e-06	0	3.74530853710442e-09	0	0	0	0	0	-5.30063903007129e-06	0	0	-2.09500399889292e-12	-0.000128279813457864	0	0.000434550188836146	0	0	0	2.36719039159946e-10	0	0	0	0	0	-0.103163715559472	0	6.96732376847813e-10	0	5.69972493304745e-08	-8.06183270314937e-09	0.0137459308383884	0	0	0	5.12474905696653e-10	0	0	0	0	0	0	0	0
path:hsa00120	Primary bile acid biosynthesis	1.77937285223868e-08	0	1.18683102335515e-11	0	0	0	0	0	6.2053683295447e-06	0	0	-1.43385091855418e-10	-0.000157345707552837	0	0.00050932017578311	0	0	0	5.5552973250469e-13	1.43833079240482e-07	0	0	0	0	-0.0993202688840806	0	-0.000197298958010038	0	7.60624091435049e-08	2.99441560717539e-08	0.0116301092690797	0	0	0	0.000385351234767247	0	0	0	0	0	0	0	0
path:hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	0	0	0.26815277518077	0	0	0	0	0	0	0	0	0	1.41587530023651e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53968825059128e-12	0	0	0	0	0	0	0	0	0	0	0	0
path:hsa00140	Steroid hormone biosynthesis	9.67409247577721e-06	0	1.4670038495561e-06	0	0	0	0	0	-0.00374335101118995	0	0	-8.5414669350768e-10	0.000204653772624612	0	-0.144187532635137	0	0	0	9.51872537142379e-07	2.52540941982101e-07	0	0	-2.36006179159434e-10	0	-0.103870771177913	0	-0.000393949272295729	0	-7.15778642190929e-06	-7.7130202558965e-06	0.585765066218452	0	0	0	0.111482727789169	0	0	0	0	0	0	0	0
path:hsa00190	Oxidative phosphorylation	0.107261110072308	0	5.69371237916527e-17	0	0	0	0	0	-6.82330083579468e-12	0	0	-1.12845995670178e-21	0.000167018927811126	0	1.75771531014534e-06	0	0	0	-8.47807536341761e-20	0	0	0	0	0	-0.229655366509748	0	-4.0490994847943e-07	0	-2.53348698868122e-08	2.34649866886687e-09	0.00370259784404749	0	0	0	0	0	0	0	0	0	0	0	0
path:hsa00220	Arginine biosynthesis	-1.78126512031421e-09	0	0.435066719450267	0	0	0	0	0	-4.97535704835763e-06	0	0	-1.07089687857889e-07	0.0150210102166919	0	5.44083956326034e-05	0	0	0.00327015579488744	-1.01650753022263e-11	0	0	0	0	0	-0.394727905014037	0	5.37722971681945e-06	0	0.0202462671194313	-0.000911064269011113	0.0304946635930066	0	0	0	-0.000308522273139473	0	0	0	0	0	0	0	0
path:hsa00230	Purine metabolism	-0.00376847894023107	0	-5.44638815579791e-07	0	0	-0.269950132867196	0	0	0.0258450451391137	0	-0.0971836591369034	7.15402210403684e-08	0.00221389880458909	1.26577788675616e-08	-0.103131678866273	-9.67907659778103e-05	0	0.000285793865931537	0.000192274280904902	0.00037924510119939	0	0	0.000858660001261417	0	-0.305511818702292	0	2.25090297478445e-06	0	-0.000157646743787939	0.0045384973279349	0.0155713668128443	0	0	0	-0.108449018793902	0	0.00021692421391114	0	0	0	0	0	0
path:hsa00232	Caffeine metabolism	0	0	6.77543220467531e-08	0	0	0	0	0	0	0	0	0	0.000197864371953172	0	-6.59314006779109e-13	0	0	0	1.34534175695584e-12	0	0	0	0	0	3.55316622725544e-16	0	1.95857526586448e-14	0	-1.63994208751864e-19	-2.58066937480548e-30	4.94660929888736e-05	0	0	0	0	0	0	0	0	0	0	0	0
path:hsa00240	Pyrimidine metabolism	1.38716926496286e-08	0	4.10023851352934e-09	0	0	0	0	0	0.00552897560616537	0	0	8.02592587922724e-13	-0.000153504458529562	0	8.91166186667353e-05	0	0	0	-1.08275753714776e-11	1.48914139104955e-07	0	0	0	0	-0.104008836775869	0	-0.000199864494082172	0	2.18257750389096e-05	-5.22045017312453e-09	-0.000418026407406114	0	0	0	0.000787262834269508	0	0	0	0	0	0	0	0
path:hsa00250	Alanine, aspartate and glutamate metabolism	0.000640329053551717	0	0.43900444870021	0	0	0	0	0	-2.66806263217794e-06	0	0	-8.18474445799818e-09	0.000778526428465185	0	-0.000474570922157004	0	0	0.000251550445760572	2.53533556131722e-05	0	0	0	0	0	-0.111761221127912	0	-0.000195065247320274	0	0.00180679274569761	-5.01979197579189e-05	0.0177325878595559	0	0	0	-0.000163422833273425	0	0	0	0	0	0	0	0
path:hsa00260	Glycine, serine and threonine metabolism	9.61379433881409e-06	0	6.73399453042415e-14	0	0	0	0	0	-0.00178293237441162	0	0	1.28713331965806	0.000241739643167567	0	2.24719501003369e-05	0	0	0.00312551428857511	-1.48270677632799e-14	0.00539900265734394	0	0	0	0	0.000343170824330451	0	4.05090600847455e-07	0	-6.87361631933143e-06	-3.70142831010514e-05	0.000117809627836399	0	0	0	-0.110209593912801	0	0	0	0	0	0	0	0
path:hsa00270	Cysteine and methionine metabolism	0.00648493950364913	0	0.527634687258352	0	0	0	0	0	-0.00186230353029804	0.192079886901727	-0.17816708769235	-5.59872162598179e-09	0.00391643841321338	7.50827770506157e-09	-0.0515532445022411	0	0	0.0122057307291945	0.06191829543993	-0.000215852428322965	0	0	0	0	-1.19813763676164	0	-0.00198952351925837	0.607387798951193	-0.786536642661899	0.000143095347222707	0.0991994303131129	0	0	0	-0.119671701009423	0	-1.68718833041998	0	0	0	0	0	0
path:hsa00280	Valine, leucine and isoleucine degradation	5.6189638047961e-06	0	0.0080488754093108	0	0	0	0	0	0.00181645306160718	0	0	9.87192767730872e-13	4.69749150023926e-05	0	-7.86149536036209e-06	0	0	0	2.21307981761675e-07	1.55710558795189e-07	0	0	-6.30594873530934e-06	0	-0.101461069571581	0	-9.34695186072269e-07	0	2.28964627035938e-05	-6.01881900343036e-07	-5.30003945089714e-05	0	0	0	0.112621129665096	0	0	0	0	0	0	0	0
path:hsa00290	Valine, leucine and isoleucine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	6.3241469901209e-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58103674753022e-17	0	0	0	0	0	0	0	0	0	0	0	0
path:hsa00310	Lysine degradation	-0.0164805150967177	0	0.000469668881294179	0	0	0	0	0	0.00725297499876376	0	0	-5.63200142927932e-10	0.00274259386145576	0	-0.129043156635182	0	0	0	-0.000192213923816875	0.005595475921637	0	0	-1.80673226400615e-05	0	-9.51971317822487	0	0.000379302552037966	0	0.0474600105282836	0.000155806022564761	0.0537449264498205	0	0	0	0.108855290249994	0	0.000192821523476569	0	0	0	0	0	0
path:hsa00330	Arginine and proline metabolism	-8.0444905009998e-05	0	0.499800677194275	0	0	0	0	0	-0.0035890114473715	0.0259567435449228	0	-9.98256352363409e-08	0.0236555106086368	0	6.37049275721009e-05	0	0	0.00301860534912687	-0.000135598950189581	0.00539915196233379	0	0	0	0	-0.300241410175178	0	0.000447362819790981	0	0.0271287017075069	-0.00101154834416307	0.0218332499576723	0	0	0	-0.222502738253506	0	-0.607387798951193	0	0	0	0	0	0
path:hsa00340	Histidine metabolism	-1.60215091298002e-08	0	-3.70778450147881e-12	0	0	0	0	0	-0.00178658956458784	0	0	-6.96282479415558e-13	-0.000161018619067476	0	4.38449924648955e-05	0	0	0	-2.25364227065752e-13	0.00539900265734394	0	0	0	0	0.001115133935348	0	0.000169687259392796	0	0.0137192790642988	-2.85288363327204e-09	-0.00284060260292715	0	0	0	-0.10954326592189	0	0	0	0	0	0	0	0
path:hsa00350	Tyrosine metabolism	-1.59938934291455e-08	0	7.2774316995096	0	0	0	0	0	-0.0017865895581468	0	0	8.50785096633216e-10	-0.000238528073008019	0	5.32959401825002e-05	0	0	0	-2.25363733089998e-13	0.00539900265734394	0	0	0	0	-0.0925786940764922	0	0.00016987917052325	0	0.0339656183021007	3.90343702896329e-07	-0.00578317052635289	0	0	0	-0.10954326592189	0	0	0	0	0	0	0	0
path:hsa00360	Phenylalanine metabolism	-1.60215091298002e-08	0	8.43840633709115	0	0	0	0	0	-0.00178658956458784	0	0	8.50785102551211e-10	-0.000326238093994544	0	5.08246066323179e-05	0	0	0	-2.25364004376449e-13	0.00539900265734394	0	0	0	0	-0.0928904486927286	0	0.000170277276125394	0	0.0339655395489992	3.97779500725231e-07	-0.00583471665202178	0	0	0	-0.10954326592189	0	0	0	0	0	0	0	0
path:hsa00380	Tryptophan metabolism	0.00565663370309004	0	0.000583110592241664	0	0	0	0	0	-0.00581190991388626	0	0	-8.53250187265688e-10	0.000692927854657691	0	-0.00953642010126635	0	0	0	0.000223608655320493	0.00539913560391462	0	0	-1.80673226400615e-05	0	-0.30537242811671	0	-1.90549068789065e-05	0	0.0137187627690462	-7.72612574008407e-06	-0.00131401333587773	0	0	0	-0.015413009863698	0	0	0	0	0	0	0	0
path:hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	0	0	1.73458695757562	0	0	0	0	0	0	0	0	0	9.0386384487288e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2596596121822e-08	0	0	0	0	0	0	0	0	0	0	0	0
path:hsa00410	beta-Alanine metabolism	6.21004294326326e-06	0	0.0115695168015572	0	0	0	0	0	0.00368078357616228	0	0	1.80439224696701e-12	-0.000188111905036362	0	0.000134800583029969	0	0	0	2.46591496921262e-07	5.63864856682484e-07	0	0	-0.000406334767978387	0	-0.101937189107531	0	-2.82968862165231e-05	0	0.013756710285509	-1.3974213981009e-08	-0.000170158900775034	0	0	0	-0.112575892289295	0	0	0	0	0	0	0	0
path:hsa00430	Taurine and hypotaurine metabolism	-1.49500135426946e-09	0	0.0500679451058941	0	0	0	0	0	4.73725723955752e-07	-2.42129269282925e-06	0	-8.31580664999809e-15	2.7278807892626e-06	1.18583861004316e-06	-5.36629333569579e-07	0	0	0	4.38182611196726e-12	-3.10882024758323e-08	0	0	0	0	-1.2006944055395e-07	0	-5.10308373222377e-11	0	-6.03854135405485e-08	-2.00242008080793e-12	7.9059318070737e-07	0	0	0	-2.35450025852629e-07	0	0	0	0	0	0	0	0
path:hsa00440	Phosphonate and phosphinate metabolism	0	0	0	0	0	0	0	0	0	0	0	0	2.50039775262904e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.25099438157259e-06	0	0	0	0	0	0	0	0	0	0	0	0
path:hsa00450	Selenocompound metabolism	-6.25152303157466e-08	0	3.53877799040014e-14	0	0	0	0	0	-9.48988598015804e-05	0	0.0104298914971417	6.4407691276165e-12	-0.000182079264464172	0	0.000649120887580462	0	0	0	-4.07714192297682e-13	0	0	0	0	0	-0.000158591564765673	0	-0.00025433835577164	0	-0.0176872578737793	-1.99346697542731e-08	0.015030428709967	0	0	0	-0.00588672544917767	0	0	0	0	0	0	0	0
path:hsa00470	D-Amino acid metabolism	0	0	9.310860251456e-05	0	0	0	0	0	0	0	0	1.2871333208677	0.000194825616149828	0	8.36270841942879e-05	0	0	0	0	0	0	0	0	0	-0.0978522739400259	0	-0.000196911845779596	0	2.45335742698496e-08	4.12465024129374e-15	0.0144650651356909	0	0	0	0	0	0	0	0	0	0	0	0
path:hsa00480	Glutathione metabolism	0.121411143227741	0	2.46187223219861e-09	0	0	0	0	0	-0.00188921361468062	-0.000542693324327361	0.00883473162110825	-1.18899789148161e-10	0.000323308708008589	0.00026585602985446	-0.0101783399882842	0	0	0.000306251233602326	0.000206406918137922	-6.82095437182361e-06	0	0	6.27167234513701e-06	0	-0.00381320697074931	0	-0.00021291904584318	0	-0.0149956863838895	-1.98487451427563e-06	0.0390108872006377	0	0	0	-0.123671356354309	0	0	0	0	0	0	0	0
path:hsa00500	Starch and sucrose metabolism	1.10931886700357e-05	0	4.23952801568402e-11	0	0	0	0	0	-4.92337928213008e-05	0	0	-2.04684196956051e-06	0.0011308910026003	1.30701774693757e-06	-0.11741673946523	0	0	0.00574961993408237	5.54459597912257e-08	1.49044995781015e-07	0	0	0.00256021632277138	0	-0.200308191917498	0	5.89254091428474e-07	0	-1.42870611179391e-07	-0.000192213229110169	0.0178372570281586	0	0	0	-0.00271750719061387	0	0	0	0	0	0	0	0
path:hsa00510	N-Glycan biosynthesis	1.26445749829554e-05	0	3.82707756301685e-10	0	0	0	0	0	-3.44917857330406e-06	0	0	-1.51388745454276e-10	0.000996765291156952	0.000150248935991578	-0.00457328196029957	0	0	0	8.75714226801334e-08	1.50871109203033e-07	0	0	0	0	-0.206454637911873	0	-0.000264759528498225	0	-0.000275850012827929	2.61457991543639e-05	0.0226741515698014	0	0	0	0.000151466615931806	0	0	0	0	0	0	0	0
path:hsa00512	Mucin type O-glycan biosynthesis	1.10437011822907e-05	0	1.2414937749015e-13	0	0	0	0	0	0.0017831666221439	0	0.0101231299825199	1.08526404270888e-12	0.000302473753927972	0.00248200041242997	-0.0144716478141374	0	0	0	-9.6106120540688e-12	1.52939675513028e-07	0	0	0	0	-0.20426443371507	0	-0.000461760013313516	0	-0.0174372810119091	2.62628135708279e-05	0.902185507439114	0	0	0	0.110941972218333	0	0	0	0	0	0	0	0
path:hsa00513	Various types of N-glycan biosynthesis	1.04532125766591e-05	0	3.02945776480314e-13	0	0	0	0	0	5.36453002805718e-07	0	0	-1.50825462845891e-10	0.000517675712052326	0.000128996226094725	-0.00474615320183215	0	0	0	1.53203918813446e-09	1.50177150877857e-07	0	0	0	0	-0.203577908502496	0	-6.92941473985402e-06	0	-0.000275440784373048	2.6105547173449e-05	0.00612791301138176	0	0	0	0.000397928002317989	0	0	0	0	0	0	0	0
path:hsa00515	Mannose type O-glycan biosynthesis	-1.01600217448251e-05	0	2.07062392216427e-14	0	0	0	0	0	-1.34755198512604e-05	0	0	2.06634988393692e-09	-0.000260060981995534	0.222965825656375	-0.00948579141909151	0	0	0	-5.75231939913869e-11	1.19195370464916e-09	0	0	0	0	-0.00173303668205907	0	-0.000477998058283055	0	-1.08744482886561e-06	1.07229062053171e-06	0.00287545294676209	0	0	0	-0.00118654429824565	0	0	0	0	0	0	0	0
path:hsa00520	Amino sugar and nucleotide sugar metabolism	1.10546398132775e-05	0	7.67541977620085e-07	0	0	0	0	0	-2.64202692940515e-05	0	0	-2.07730460893606e-09	-0.000174661887176585	0.000177976478172121	-0.104974287932792	0	0	0.00537481392775773	6.001540433416e-08	1.2710691858991e-10	0	0	0.00254729824918416	0	-0.0970518804796982	0	1.3572976285418e-07	0	-6.87487599471331e-08	-3.38896437193607e-05	0.00253675617764125	0	0	0	-0.0013041539307497	0	0	0	0	0	0	0	0
path:hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	1.10507436111664e-05	0	-1.50088975965848e-14	0	0	0	0	0	-2.53786642307181e-05	0	0	-1.9602658118513e-09	0.000146021769376291	1.1528106129919e-06	-0.102780175580469	0	0	0.00507125698653314	5.51134160734137e-08	5.05474386146302e-13	0	0	0.00254501361171567	0	-0.0969430773847721	0	2.03506849306715e-07	0	-2.01756699656575e-08	-3.19802111113976e-05	0.00258242297483417	0	0	0	-0.00123966641799144	0	0	0	0	0	0	0	0
path:hsa00531	Glycosaminoglycan degradation	0.0083678183382566	0	-1.1842014998254e-13	0	0	0	0	0	0.0077905386079913	0	-0.0189666963352492	1.78554115096451e-11	-0.00020763654410926	0.502589677586903	-0.227785161198173	0	0	0	7.0699142789059e-07	9.20287100455919e-11	0	0	0	0	-0.0127991685332935	0	5.59428133786243e-06	0	0.000447814186689092	9.49130987516356e-07	-0.000213485706373017	0	0	0	-1.41947897312109e-05	0	0.00321965524209478	0	0	0	0	0	0
path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	0	0	9.24738465703224e-12	0	0	0	0	0	0	0	0	0	-2.02730781419138e-07	0	-2.60997177306478e-10	0	0	0	5.34596553845587e-10	0	0	0	0	0	-4.24530016833547e-10	0	7.78276287170002e-12	0	-6.45286913218316e-16	-3.17572066015902e-22	3.44207216090416e-06	0	0	0	0	0	0	0	0	0	0	0	0
path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	0	0	9.2250081005509e-12	0	0	0	0	0	0	0	0	0	-2.02240219281931e-07	0	-2.60365623813672e-10	0	0	0	5.33302952419289e-10	0	0	0	0	0	-4.23502751260413e-10	0	7.76393036505749e-12	0	-6.43725466431379e-16	-3.16803614228109e-22	3.43374313329497e-06	0	0	0	0	0	0	0	0	0	0	0	0
path:hsa00561	Glycerolipid metabolism	-0.000135134703089476	0	0.000109433447231876	0	0	0	0	0	-1.85743870462682e-05	0	0.000260982895350678	0.0456637617088011	0.000969261353931632	-0.000167309916500834	1.64414323961157e-05	0	0	0.0024252725699627	-5.43943564324588e-06	-4.92604245022739e-08	0	0	0	0	-0.00465724617865062	0	7.79249434000739e-05	0	0.0139013999888583	-7.61517123391608e-07	0.0205299663493987	0	0	0	0.000417907194345197	0	7.73049538174289e-08	0	0	-0.000768896846396474	0	0	0
path:hsa00562	Inositol phosphate metabolism	0.00869489228231013	0	-1.54518212541895e-11	0	-0.051055785998796	0	-0.144837414030118	-0.191459197495484	0.0178223767057825	0	-0.0215406040244579	-0.00166532015267361	-0.0111047553115175	5.98862656099687e-08	-0.00320926426131431	0.00932705304976591	0	-0.00444682248834765	0.00137062541877473	-0.0703981468943691	0	0	0.0770010918474762	0	-1.22168377528068	0	-0.00383683571646427	0	-0.0423732791172138	9.55938308731582e-05	0.123884752109254	0	0	0	-0.924266697094389	0	-0.107563477978269	0	0	0	0	0	0
path:hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	9.67535403030388e-06	0	1.91309429176091e-12	0	0	0	0	0	-2.5498548640808e-05	0	0	-2.07800533246847e-12	0.000903846502951082	0	1.36017722022301e-05	0	0	0	-2.30709643060997e-13	0	0	0	0	0	0.00013700290650131	0	0.000172198001881646	0	0.0139578910538988	-5.45757975918842e-09	0.00288246224521272	0	0	0	-4.46668226031477e-11	0	0	0	0	0	0	0	0
path:hsa00564	Glycerophospholipid metabolism	0.00493297221390349	0	1.83216422387246e-06	0	0	0	0	0	0.00361857176719032	-0.0290845311420859	-0.000276922448363955	0.0446279730350249	0.213784496162391	0.0145075262995958	-0.00969095549538173	8.76602730241158e-05	0	-0.00971412594681896	0.000197992549005507	-0.000377298622086326	0	0	0	0	-0.104524349415408	0	-0.000730655776040737	0	0.0132293412350929	1.43394877970034e-06	0.081560838065935	0	0	0	-0.136274771134224	0	-8.24586174052573e-08	0	0	0.000820156636156238	0	0	0
path:hsa00565	Ether lipid metabolism	0.00497911255998733	0	4.95606110158026e-07	0	0	0	0	0	0.00394934863965247	-0.0289093231231577	-0.00025952358867391	-0.000501191288023286	0.19064553874141	0.0144072583075654	-0.0105998358809343	8.76602730241158e-05	0	-0.00231449628280392	0.000197550872723456	-0.000375209080316099	0	0	0	0	-0.0016676105291542	0	-0.000127252641431737	0	-0.000668867863993663	-4.73275222033355e-07	0.0505320239924886	0	0	0	-0.112872330822908	0	-7.7304953817429e-08	0	0	0.000768896846396474	0	0	0
path:hsa00590	Arachidonic acid metabolism	-0.0046258227396665	0	2.27608577179276e-06	0	0	0	0	0	0.195374740357998	-0.678784589547055	-0.00025952358867391	-0.000501191752435997	0.208947071400728	0.286919006840454	-0.130927134147069	8.76602730241158e-05	0	-0.00231449628280392	-1.28540165640736e-05	-0.0075195082082065	0	0	0	0	-0.520234043135428	0	-0.000326686693652906	0	0.0403809522878848	2.72960333701462e-05	0.0854516890759257	0	0	0	-0.174651436578282	0	-7.7304953817429e-08	0	0	0.000768896846396474	0	0	0
path:hsa00591	Linoleic acid metabolism	0.000122875568021944	0	4.95580242889479e-07	0	0	0	0	0	0.00637097316372469	-0.0322059277783446	-0.000259523588673909	-0.000501191367579578	0.191577275433769	0.0160190399647764	-0.00703590347786393	8.76602730241158e-05	0	-0.00231449628280392	5.33299047015417e-06	-0.000417535857499508	0	0	0	0	-0.0989073849287675	0	-0.000117520476422738	0	-0.000794461787865732	-4.70840012980263e-07	0.0504105184207052	0	0	0	-0.00305318472013253	0	-7.7304953817429e-08	0	0	0.000768896846396474	0	0	0
