X..Pathway.Id	Pathway.Name	Bacterial-Pneumonia-Series1_NHBE_Mock	CoV-ARDS_d14-Series1_NHBE_Mock	CoV-ARDS-Series1_NHBE_Mock	CoV-Pneumonia-Series1_NHBE_Mock	Sepsis-ARDS-Series1_NHBE_Mock
path:hsa00470	D-Amino acid metabolism	0.00431500720993368	-0.0114184790147715	-0.0311385144430243	0.471549479168549	-0.0196338763219056
path:hsa00480	Glutathione metabolism	0.0891093880691812	0.0348131944615993	0.185161655634924	-0.0979798134501542	0.0234862751704432
path:hsa00500	Starch and sucrose metabolism	0.00569708108211866	-0.039347136068078	-0.150221232329048	-0.149085429827665	-0.0889143514372439
path:hsa00510	N-Glycan biosynthesis	0.372310613166953	-0.384850140413294	-1.0330709557229	-0.0686596896723707	-0.140461829068838
path:hsa00512	Mucin type O-glycan biosynthesis	0.00305308998712351	-0.0754672325213573	0.185945975738522	0.269035989661598	-0.262561884035764
path:hsa00513	Various types of N-glycan biosynthesis	-0.000529453331691045	-0.0369007237050117	-0.070913471272941	-0.0715962632928232	-0.134518971315714
path:hsa00515	Mannose type O-glycan biosynthesis	0.00127206022825152	-0.206119429130444	-0.0162418042769298	-0.0016841076065512	-0.00437547220475181
path:hsa00520	Amino sugar and nucleotide sugar metabolism	0.00349681147925034	-0.0559613366291502	-0.122714283881698	-0.119836528198829	-0.068102560463428
path:hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	0.00320887651966775	-0.0560315096082191	-0.116819829266051	-0.113848642432554	-0.066455234844224
path:hsa00531	Glycosaminoglycan degradation	-0.00499773780264303	-0.00556320409968998	-0.145735927789479	0.174040722760658	-0.0161683485697161
path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	5.36993092011453e-10	1.90074647223451e-07	-2.51273410301252e-07	1.0848647117407e-09	-2.55815805198779e-06
path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	7.62594262064221e-09	-2.24355175636556e-07	-1.3747721793172e-07	1.53803573353594e-08	-3.63293941633866e-05
path:hsa00561	Glycerolipid metabolism	0.00816873719617104	0.0698853700406523	0.00902095899689717	0.0474519212090946	-0.0998433368219966
path:hsa00562	Inositol phosphate metabolism	-1.97321024500343	0.300428063109559	-0.769883339463463	-1.45450827257751	-1.33232768647374
path:hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	-2.27320924328365e-05	-0.0600467622352327	0.00683074466643138	0.000579623819869056	-0.0475643308142481
path:hsa00564	Glycerophospholipid metabolism	0.317532907694582	-0.135116782078672	-0.158762635808536	-0.00679595367357582	-0.367970282374063
path:hsa00565	Ether lipid metabolism	0.262356834383953	-0.0207771108141722	-0.211578800341284	0.0208134993876053	-0.214366952467858
path:hsa00590	Arachidonic acid metabolism	8.14681244828641	-1.94159225619021	-0.625337828127852	-0.0835437038616565	-3.87182687060423
path:hsa00591	Linoleic acid metabolism	0.256217223827044	-0.34615660658894	-0.160362611916412	0.00632058037550825	-0.166945310799682
path:hsa00592	alpha-Linolenic acid metabolism	0.250062271336109	-0.0676793295249072	-0.135933770732894	0.0737331829809647	-0.0822108708293863
path:hsa00600	Sphingolipid metabolism	0.0919182559174287	-0.194885874539305	-0.0793889802209745	0.100957678301061	0.000759097658496404
path:hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	-0.0248114349132762	-0.00478422435597432	-0.0518526931470547	-0.0359401890229325	-0.0983847435077168
path:hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	-0.0263007450390747	0.0169198074239781	0.000832309378844491	0.000538086561485955	-0.0467651108886185
path:hsa00604	Glycosphingolipid biosynthesis - ganglio series	-0.000202257405399496	0.0103037303427158	-0.0342657037587269	-0.0380490796295011	-0.0357881310582172
path:hsa00620	Pyruvate metabolism	0.0212891400088935	-0.140216301307544	-0.427640391103264	-1.05472864770274	-0.427376949952824
path:hsa00630	Glyoxylate and dicarboxylate metabolism	0.00248548259834795	-0.112910967836823	-0.0808107266932424	0.0972069931336645	-0.0685054776207147
path:hsa00640	Propanoate metabolism	0.00956389062055189	-0.0644686117530931	-0.160048350848729	-0.872045852456687	-0.265726084012475
path:hsa00650	Butanoate metabolism	0.00560496007802152	0.093133447576306	-0.0597345720383277	0.00670879314443176	-0.0620416709451498
path:hsa00670	One carbon pool by folate	0.0062552688511005	-1.21801018577223	-0.0616350861728553	0.435737315417813	-0.0349285164582567
path:hsa00730	Thiamine metabolism	0.00397558171856646	-0.0591840482459458	-0.186243273576288	-0.0196969951808289	-0.0763235679133451
path:hsa00740	Riboflavin metabolism	-0.00499418042810093	-0.00961005206820897	-0.125084057481894	-0.00684296415217975	-0.0105431054373068
path:hsa00750	Vitamin B6 metabolism	-2.7504498603449e-07	-0.00260704278601451	-0.000342068913712598	-6.1980905869629e-05	1.71700493407168e-07
path:hsa00760	Nicotinate and nicotinamide metabolism	0.0525333989166461	-0.273034482620754	-0.279029836002918	0.014465025950873	-1.39389514718019
path:hsa00770	Pantothenate and CoA biosynthesis	-0.105549668485182	0.0171157813714222	-0.0710575295513334	-0.0767774018504065	-0.136364263295978
path:hsa00780	Biotin metabolism	-4.42652814453314e-07	0.0246452149688441	-0.0297459655017842	5.21452206954646e-06	-4.40967063805054e-07
path:hsa00785	Lipoic acid metabolism	9.16244396716635e-09	0.0187312240710352	-0.0245644446285774	0.00153400583435092	-1.0806091131221e-05
path:hsa00790	Folate biosynthesis	0.0022812410170392	-0.133498196868285	-0.0107232175372596	-0.657648046083914	-0.038759057183023
path:hsa00830	Retinol metabolism	0.00296063805080116	-0.264557244244279	-0.252255354038392	-0.121695193361465	-0.137251770078937
path:hsa00860	Porphyrin metabolism	0.00259557592671075	-0.077777304108031	-0.0281758132045042	-0.105445582062511	-0.089679485232935
path:hsa00900	Terpenoid backbone biosynthesis	-0.248037250331599	0.0543619228272281	-0.12905955076931	-0.00810529723255342	-0.574006405536061
path:hsa00910	Nitrogen metabolism	-0.00124053175989088	-0.00255362851584621	0.0108465036048706	-0.0341852609766136	-0.50620329282158
path:hsa00920	Sulfur metabolism	0.000378277170069404	0.00788191851149656	-0.0097873224575464	0.000189407595287191	-0.000500162911704622
path:hsa00970	Aminoacyl-tRNA biosynthesis	-0.00165083184621609	-0.0665706284570934	-0.211107633136562	0.147673488306562	0.00411691999850143
path:hsa00980	Metabolism of xenobiotics by cytochrome P450	0.111157012608536	0.0631960079646856	-0.0740438358042756	0.0100753352976558	-0.378106068449671
path:hsa00982	Drug metabolism - cytochrome P450	0.0465548475471558	-0.230053627116422	-0.0201393835835922	-0.146170418960323	-0.153997698958226
path:hsa00983	Drug metabolism - other enzymes	-0.113053441169021	0.0686284923838252	-0.0597075232641709	-0.199113098427509	-0.300646785722598
path:hsa01040	Biosynthesis of unsaturated fatty acids	0.835652393294086	0.00402470665889225	-0.044862512763975	-0.00263633215057407	-0.347904966522788
path:hsa01100	Metabolic pathways	6.34868361203421	-1.98936769808177	-20.9985901826953	3.46419630837746	-4.18506096495468
path:hsa01200	Carbon metabolism	0.0473346395106228	-0.295045440757293	-0.872896240821624	0.584245095073071	0.0556912857013513
path:hsa01210	2-Oxocarboxylic acid metabolism	0.0030006153346092	0.0186697960643477	-0.673268132701735	0.590600885456104	0.722643323303699
path:hsa01212	Fatty acid metabolism	0.00824881897065586	1.53642522114906	-2.01584761783941	-0.574507239841052	-0.260866266923821
path:hsa01230	Biosynthesis of amino acids	0.0189114772694041	-0.115601723071859	-1.12406725706707	0.141112496477162	0.793671946792699
path:hsa01232	Nucleotide metabolism	-0.00326638821504512	0.0556054861560836	-0.0925347290104563	-0.0745457007153312	-0.131649829638407
path:hsa01240	Biosynthesis of cofactors	0.0314580300019288	-1.33161756034773	-0.577698611619426	0.180217273228111	0.0619172427425887
path:hsa01250	Biosynthesis of nucleotide sugars	0.00349684910746626	-0.0554091113533197	-0.123407195474906	-0.118893178400977	-0.0681025585415564
path:hsa03015	mRNA surveillance pathway	-0.0789545093151294	-0.204234426206456	-0.0898837815279685	-0.44185620790672	-0.265616215066581
path:hsa03018	RNA degradation	0.00362695872916939	-0.0811321638252427	0.231497709420573	0.21084784512919	-0.119863394550435
path:hsa03250	Viral life cycle - HIV-1	0.000642514842995173	-1.09401386761825	-0.0237285825714529	1.03022294168086	-0.155202309011276
path:hsa03320	PPAR signaling pathway	-0.0877332124140367	-0.0838283670627339	-0.60977252219883	-0.579158448321419	-0.950285760296693
path:hsa03440	Homologous recombination	-0.0459042601004987	-0.0424845050764588	-0.181055630125868	-1.09447517251747	-0.265909698496013
path:hsa03460	Fanconi anemia pathway	0.0257513420935864	0.730565357808714	-0.445565564444793	-1.13625911467034	-0.61592275387309
path:hsa04010	MAPK signaling pathway	-5.62907621162444	3.63234699923768	-1.90780609613755	-3.12620369367344	-9.35463063424047
path:hsa04012	ErbB signaling pathway	-0.460236852805495	2.26681806457312	-1.82956264047097	-1.97911455274631	-2.8635760919439
path:hsa04014	Ras signaling pathway	-1.41191279840239	-2.38432674012856	-1.43998851290582	-0.31677652733194	-3.4052222428122
path:hsa04015	Rap1 signaling pathway	-2.32480341690208	-0.676666025302171	-1.66416635061348	0.0900703590481188	-3.75100256803726
path:hsa04020	Calcium signaling pathway	-1.69794916860977	2.28215676184817	-0.940958484908499	-0.993186068104136	-3.44629084775139
path:hsa04022	cGMP-PKG signaling pathway	0.026530516389423	-0.589225023304803	-0.927833494011425	-0.314659508957809	-2.57555904838019
path:hsa04024	cAMP signaling pathway	-2.75234368099729	-1.54357538764538	-0.989227698082625	-1.81420295490082	-3.39765295204713
path:hsa04060	Cytokine-cytokine receptor interaction	0.00476557615203659	-3.65591034955143	-1.61901785382575	1.44456295540078	-3.22268379954458
path:hsa04061	Viral protein interaction with cytokine and cytokine receptor	-0.0605225805378279	0.56679785799803	-0.381929753302944	-1.26161086831011	-1.61600954691583
path:hsa04062	Chemokine signaling pathway	-0.362705479902608	0.488425550282964	-2.58994922088718	-2.03552046226351	-3.10709748178514
path:hsa04064	NF-kappa B signaling pathway	-0.467037798200046	-0.432741088576456	-2.79130925829055	-2.92496474925205	-2.4479673936267
path:hsa04066	HIF-1 signaling pathway	-0.156908199475023	1.06162485133703	-1.80835478290069	-2.99018704108644	-3.04360696523722
path:hsa04068	FoxO signaling pathway	-0.373202614537648	-2.39144176883075	-1.73304501223137	-4.93827148020644	-3.38342892461373
path:hsa04070	Phosphatidylinositol signaling system	-1.97638254520529	0.690056470328989	-0.832979761764499	-1.47755293217455	-1.33855119809568
path:hsa04071	Sphingolipid signaling pathway	-0.349843486137212	-0.137351851916271	-1.82920436393039	-2.58603989799392	-3.19568559194414
path:hsa04072	Phospholipase D signaling pathway	0.339333453874773	1.12392616773038	-2.94152513931644	0.237589795603764	-2.08249398660971
path:hsa04080	Neuroactive ligand-receptor interaction	-0.0621213754361045	1.55003385305295	-0.308571782987707	-0.822968825904338	-1.63026112226365
path:hsa04110	Cell cycle	0.282663377582925	2.01980418420831	-1.47200377747655	-5.34728869598745	-2.04579472044099
path:hsa04114	Oocyte meiosis	-0.104282876260012	0.142626077425831	-1.37263658980584	-1.2550455900986	-1.48014817933295
path:hsa04115	p53 signaling pathway	-4.76240643051915	-1.60388776596687	-1.17222806116654	-2.90348632148726	-7.43667351839858
path:hsa04122	Sulfur relay system	-3.97963125660759e-06	1.4267503960679e-06	-0.00113551991969659	0.000949918922335721	0.00116069703672648
path:hsa04130	SNARE interactions in vesicular transport	-0.000181358233402636	0.0231978499677166	-0.0318093692546437	-0.0409584887140788	-0.0881046723545019
path:hsa04136	Autophagy - other	-0.0030709182567826	-0.234448938257623	-0.435183225352851	-0.330656516846668	-0.981350653669749
path:hsa04137	Mitophagy - animal	-0.331761768205461	-0.459672283823781	-1.42713605578827	-2.79047758328296	-4.76115530167745
path:hsa04140	Autophagy - animal	-0.199596681626006	-0.668044971353265	-2.75894062558191	-1.96004277087996	-2.8521579370471
path:hsa04141	Protein processing in endoplasmic reticulum	0.0124214837474866	-0.00404436530979561	-0.717917198930306	-0.639441765516304	-0.866610619091672
path:hsa04144	Endocytosis	-0.254896589305132	0.211427256713807	-1.28024123788535	-1.4278877415304	-2.83829579489085
path:hsa04145	Phagosome	0.021642080442053	0.0398150845360872	-0.0653944249748041	0.0306918033446556	-0.0551768770230633
path:hsa04150	mTOR signaling pathway	0.91572282198282	1.02568719351689	-2.37224081524041	-1.9643955555076	-3.08688701248827
path:hsa04151	PI3K-Akt signaling pathway	-0.604937307454654	4.8782272818667	-3.49874434023124	-1.81729373559688	-5.62265107758032
path:hsa04152	AMPK signaling pathway	-0.2614721778574	2.46797215047525	-2.43473685234622	-3.05252061865187	-3.10252822107276
path:hsa04210	Apoptosis	-4.88381946461129	-0.491401924789814	-1.49513056731409	-4.51449340746311	-6.95177974332482
path:hsa04211	Longevity regulating pathway	-0.213904347851722	2.55591877699366	-1.75975122699005	-3.6564422500683	-2.71138008402359
path:hsa04213	Longevity regulating pathway - multiple species	-0.201181575045404	1.56837753427036	-1.31378167906015	-2.58101660812603	-2.51452368450274
path:hsa04215	Apoptosis - multiple species	-4.90537323485898	-0.583600878171515	-0.729743375832029	-0.774446092457911	-5.93197248112044
path:hsa04216	Ferroptosis	-0.122207084619165	0.512335378125006	-0.934915714291764	-1.319905979333	-1.76579298489767
path:hsa04217	Necroptosis	0.218256509676681	-0.0590846586942868	-1.7160294881025	-2.58917971056492	-2.02100018577632
path:hsa04218	Cellular senescence	0.0819315478810578	-1.00393275220486	-1.5940650944826	-4.32496949411792	-3.47931311311481
path:hsa04260	Cardiac muscle contraction	-0.237015069721421	-0.020609068069199	-0.00966143685012528	-0.234620865861584	-0.290196683389915
path:hsa04261	Adrenergic signaling in cardiomyocytes	-0.279502309822729	-0.92724045333322	-0.89953200250568	-0.635893898647509	-2.17591907012223
path:hsa04270	Vascular smooth muscle contraction	0.727264644227983	-1.0593869203402	-2.11833357924851	0.536153569596843	-1.90821484990865
path:hsa04310	Wnt signaling pathway	-4.61562438339774	7.23716789776282	2.79639527119471	-5.50398689157042	-3.81227332631306
path:hsa04330	Notch signaling pathway	0.0460014999015396	-0.352909557814236	-0.973236249159862	-1.55420615951548	-2.03565812311143
path:hsa04340	Hedgehog signaling pathway	0.0140536522333069	3.14335899781906	-0.123469790957246	-1.30509517999647	-0.960017482817779
path:hsa04350	TGF-beta signaling pathway	-0.0979690519264577	-0.496074161864506	-1.76412511403087	-2.64907445221975	-3.39745733986805
path:hsa04360	Axon guidance	-0.465574615512683	1.548934496947	-1.02156852889416	0.377033919986701	-2.81379486394314
path:hsa04370	VEGF signaling pathway	-0.308639158479837	-1.36583990362012	-1.59369728364959	-0.864997398327302	-2.57881339888058
path:hsa04371	Apelin signaling pathway	-0.0610774812011229	-0.163438025552069	-1.624454241574	-0.734345141692935	-3.19368990962312
path:hsa04380	Osteoclast differentiation	-0.226008145607684	-0.531450217655457	-2.83713118592782	-2.71591568468093	-2.58583470165884
path:hsa04390	Hippo signaling pathway	-1.91986584512981	2.3343285221615	0.678664838214368	1.59335942614869	-3.27735169415855
path:hsa04392	Hippo signaling pathway - multiple species	-0.211235593484791	-0.53523279773247	-0.232671385042374	-0.137528587985809	-0.735165479693573
path:hsa04510	Focal adhesion	-1.63399955787963	0.617342154583643	-1.16964175935352	-2.5926753206883	-4.42034192384909
path:hsa04512	ECM-receptor interaction	-0.46230887847453	0.352185993712764	-0.126802011541635	-0.685576510779641	-2.022013597022
path:hsa04514	Cell adhesion molecules	-0.412527300423985	0.63384402966465	-0.430082198710726	-0.507510733929653	-1.8113518794251
path:hsa04520	Adherens junction	-0.00363206315710635	-1.48487304531822	-1.51741869553995	-1.39284486611388	-1.90774777272444
path:hsa04530	Tight junction	-0.40139114143043	-1.62856743672869	-0.589444069386528	-2.14959542485892	-2.15447567040895
path:hsa04540	Gap junction	0.390172108149247	-0.730285898430649	-1.02476277803276	0.822551062660382	-0.625418947765716
path:hsa04550	Signaling pathways regulating pluripotency of stem cells	-2.05340367212774	3.3649997282398	0.192327798885503	1.41826397829692	-4.15915662350704
path:hsa04610	Complement and coagulation cascades	-0.0968803901417782	0.276990761596614	-0.206218471700517	-0.53621029531393	-0.677588231078632
path:hsa04611	Platelet activation	7.55827805461763	0.647187866219904	-2.73112182592493	-0.80127509867036	-4.30883118516296
path:hsa04612	Antigen processing and presentation	-0.147799839949066	-0.225891440322373	-0.270693406486078	-0.717731921424934	-0.819092931058085
path:hsa04613	Neutrophil extracellular trap formation	-0.185594015011575	1.46767717090956	-2.6762584219842	-1.98373770272751	-2.51095115226514
path:hsa04614	Renin-angiotensin system	0.00156132462357779	-0.0396014450521063	-0.0936917281045605	0.784096300415988	-0.127988574212544
path:hsa04620	Toll-like receptor signaling pathway	-0.571058980375158	-0.44314495610668	-1.76109279096119	-2.66056678417444	-2.74451143959079
path:hsa04621	NOD-like receptor signaling pathway	-0.0485524721890762	-1.4114103372885	-2.82547943373867	-1.46307607977741	-2.64397422213742
path:hsa04622	RIG-I-like receptor signaling pathway	0.210244701380298	-0.185176049547847	-2.51739840106301	-1.91778501331294	-1.3609600952404
path:hsa04623	Cytosolic DNA-sensing pathway	-4.91997192187748	-0.345383671917205	-2.95041912326214	-1.65485554454339	-6.46811986729004
path:hsa04625	C-type lectin receptor signaling pathway	-0.699539804989723	-0.355169383482711	-3.72472450399586	-2.14793760560761	-4.0816905295013
path:hsa04630	JAK-STAT signaling pathway	0.219787259532499	0.976431378107106	-2.5430919582421	-3.23831933244067	-3.19261311313987
path:hsa04650	Natural killer cell mediated cytotoxicity	-5.24019106956476	-0.211199568578217	-2.73977774715956	-0.807906378937511	-6.85572112518428
path:hsa04657	IL-17 signaling pathway	-5.65510244456819	-0.536900332659174	-2.37012215905522	-4.22652070259182	-9.53983182674697
path:hsa04658	Th1 and Th2 cell differentiation	-0.307547455509368	-0.456387763016975	-3.25176400094461	-2.4252764229466	-3.19386472459469
path:hsa04659	Th17 cell differentiation	-0.543506339503421	-0.697433204337536	-2.62798835115965	-2.94255971628393	-4.08006664558846
path:hsa04660	T cell receptor signaling pathway	-0.79246798586489	1.23742247893557	-2.02102613768313	-3.18550364052686	-3.49953102673516
path:hsa04662	B cell receptor signaling pathway	-0.540744886374936	2.74901929911184	-2.5685040238405	-3.03071909101781	-2.83232788575532
path:hsa04664	Fc epsilon RI signaling pathway	0.939966947779131	-0.27612113423345	-2.27149053475297	-0.871086528102985	-1.4181944467907
path:hsa04666	Fc gamma R-mediated phagocytosis	0.954868940112774	-1.23753780471355	-3.06151360070681	-0.424249230320445	-1.86051329894713
path:hsa04668	TNF signaling pathway	-5.96131389240465	-1.14747739895007	-1.6061606998311	-3.73803870021144	-8.1786576664671
path:hsa04670	Leukocyte transendothelial migration	-0.610282250626672	0.0961240228780921	-1.21095812900581	-1.36871751668882	-1.88207431920062
path:hsa04672	Intestinal immune network for IgA production	-0.0821136163563283	-3.83946532902455	-0.213274683250186	3.79241180604587	-0.368624563096977
path:hsa04713	Circadian entrainment	-0.243294032724221	-2.02764120919968	-0.925145302755025	0.409404578284565	-1.12542861283146
path:hsa04714	Thermogenesis	0.124734067494077	0.362353995586781	-1.07821381735296	0.217289001952437	-2.00038554178929
path:hsa04720	Long-term potentiation	0.139386797363697	-1.03672929552505	-0.881554586246705	0.755665707892566	-0.730066326500947
path:hsa04721	Synaptic vesicle cycle	-0.00381570062040847	0.026014024105769	-0.125061510435331	-0.00821929917934851	-0.151365538418979
path:hsa04722	Neurotrophin signaling pathway	-0.377807938918326	8.90260438008764	-2.76484328525347	-2.32006209336757	-2.3831258260422
path:hsa04723	Retrograde endocannabinoid signaling	0.0783815960755914	-1.16349713732985	-0.690145473693365	0.945519607352382	-0.657552826968551
path:hsa04724	Glutamatergic synapse	0.343881779901266	-1.53615690737284	-0.763326312718274	1.25909334913969	-0.380943862379852
path:hsa04725	Cholinergic synapse	-0.375443224791572	-0.770526963478642	-1.30841771756765	-0.975643471868092	-1.98307975556817
path:hsa04726	Serotonergic synapse	-0.0283606739981373	-2.75454677289626	-1.31081256791436	0.706525929761053	-8.26920268292269
path:hsa04727	GABAergic synapse	-0.00573688354323	-0.244951935649848	-0.30545589257575	-0.200267140654242	-0.196722455571697
path:hsa04728	Dopaminergic synapse	-0.564177119199145	1.31239463220938	-1.01151556310808	-2.16328443965345	-1.87816269913571
path:hsa04730	Long-term depression	1.07097384720869	-1.34989409760985	-1.03123578413691	0.697501400806036	-0.928143055672464
path:hsa04740	Olfactory transduction	0.0901550473606022	-0.00791527958048638	-0.0154851696734583	0.00556775841691768	0.0853415891042668
path:hsa04742	Taste transduction	0.260678710027463	-0.284316031368475	-0.208729111148436	0.317149094772304	-0.0126323674812094
path:hsa04744	Phototransduction	-0.00218195709820001	0.0128804747448119	-0.00903330310650055	0.0034290696651936	-0.0375047885456706
path:hsa04750	Inflammatory mediator regulation of TRP channels	0.682322781892809	0.61439023649302	-2.23141302532844	-0.860113547431103	-1.82744210012858
path:hsa04810	Regulation of actin cytoskeleton	-0.894315523250948	-0.463753314996857	-0.910517796642987	0.105341501578768	-3.99320037995305
path:hsa04910	Insulin signaling pathway	-0.239625316613175	3.8390740895156	-2.7194131509112	0.0852693601629464	-3.14569197578489
path:hsa04911	Insulin secretion	0.0546310479935715	-0.684086746325181	-0.776132750781099	-0.0647291868741595	-0.58531389788738
path:hsa04912	GnRH signaling pathway	-0.0206201184997699	-0.473184987520726	-2.88300729545431	-1.44049849987904	-2.1151222045362
path:hsa04913	Ovarian steroidogenesis	0.0482263223536573	-0.412084829305335	-0.235651110498578	-0.236713256665965	-0.375658809200173
path:hsa04914	Progesterone-mediated oocyte maturation	-0.243002711399856	-0.717970553826771	-1.54322914074882	-0.8369503614401	-1.4681208984981
path:hsa04915	Estrogen signaling pathway	-0.719296469796681	-0.747803680186415	-2.89877000467297	-2.57206729282433	-2.82604454966386
path:hsa04916	Melanogenesis	1.0211447652173	0.116694000106683	-2.19795533784057	-0.378463607514731	-1.56372772940522
path:hsa04917	Prolactin signaling pathway	-0.466913808156413	2.25679606355917	-1.542102364373	-2.60666401356608	-2.99398770492477
path:hsa04918	Thyroid hormone synthesis	0.186519609755585	-0.627338280259319	-0.588924886190164	-0.340089325362222	-0.65994734928426
path:hsa04919	Thyroid hormone signaling pathway	-1.81396242550361	2.89013342651729	-1.80026913259384	-2.19450504685249	-3.5313966591146
path:hsa04920	Adipocytokine signaling pathway	-0.00887836733901839	1.38594083135193	-1.26636323912969	-3.28443596408117	-2.22237150724507
path:hsa04921	Oxytocin signaling pathway	0.175132219259932	-1.00157221831251	-2.05997267462547	-1.13086518364203	-4.12624540117874
