X..Pathway.Id	Pathway.Name	hsa-miR-1-3p(-)	hsa-miR-11400(+)	hsa-miR-1228-5p(-)	hsa-miR-1246(-)	hsa-miR-126-3p(+)	hsa-miR-139-5p(+)	hsa-miR-142-3p(+)	hsa-miR-144-5p(+)	hsa-miR-146a-5p(-)	hsa-miR-146b-5p(+)	hsa-miR-150-5p(+)	hsa-miR-193a-5p(-)	hsa-miR-199a-3p(-)	hsa-miR-199a-5p(+)	hsa-miR-20a-5p(-)	hsa-miR-215-5p(+)	hsa-miR-221-3p(-)	hsa-miR-223-3p(-)	hsa-miR-224-5p(+)	hsa-miR-3168(-)	hsa-miR-32-5p(+)	hsa-miR-335-5p(-)	hsa-miR-338-5p(-)	hsa-miR-340-3p(+)	hsa-miR-363-3p(+)	hsa-miR-370-3p(+)	hsa-miR-374a-5p(+)	hsa-miR-375-3p(+)	hsa-miR-378a-3p(-)	hsa-miR-381-3p(+)	hsa-miR-409-3p(+)	hsa-miR-4433b-3p(+)	hsa-miR-450b-5p(-)	hsa-miR-493-3p(+)	hsa-miR-495-3p(+)	hsa-miR-501-3p(-)	hsa-miR-502-3p(-)	hsa-miR-542-3p(-)	hsa-miR-543(+)	hsa-miR-99b-5p(+)
path:hsa00100	Steroid biosynthesis	-1.46315960997412e-08	0	1.02861259374741e-06	0	0	-0.000169801133553212	0	0	1.02963545778264e-13	0	-0.00774766948362413	2.67535494814154e-12	0	-1.34284178052457e-05	-1.14595526809617e-12	-0.00754695737560674	1.09453170909597e-11	5.68172925268837e-07	0	0	0	0	3.72148514981639e-09	-0.036013775737943	0	0	0.000114877936548888	-6.51394247329653e-08	0.0042343632391478	0	3.15768596447929e-14	0	6.36483461256138e-06	0	-1.8470659570227e-05	0	0	6.68838737035385e-12	-6.78962293086677e-13	0
path:hsa00120	Primary bile acid biosynthesis	-0.00650700790736031	0	1.09101995654561e-07	0	0	-0.00015801456505586	0	0	3.72597179674886e-08	0	-7.56388118055747e-05	-0.0156016160105175	0	1.24174172601522e-06	0	-0.00770706900310614	-3.68959957784108e-06	1.61813038900841e-07	0	0	0	0	-2.75959553309558e-10	-0.0357103244713089	0	0	-0.00961966574840367	1.42847714740533e-06	0.0043234124293644	0	1.40270676050065e-08	0	0.000432349297667115	0	-4.07438185463159e-06	0	0	-0.0390040400262938	-2.45698060995772e-07	0
path:hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	0.0261831077748173	0	0.520442193253112	0	0	-0.000620126681226174	0	0	3.8218834270642e-13	0	4.69184487548621e-06	-5.23806337215079e-10	0	-4.96784459695593e-05	2.24365978806196e-10	-3.01497560711512e-06	0.000216969450889309	4.50453977329009e-06	0	0	0	0	-1.01182853866581e-10	-0.00237525823689805	0	0	0.000601908496164426	1.02402593741589e-06	2.07246392981609e-06	0	-5.65065023414988e-08	0	-0.000587007041104875	0	-0.00172237345183227	0	0	-1.3095158430377e-09	-2.52022666462724e-12	0
path:hsa00140	Steroid hormone biosynthesis	-0.0176907941393499	0	2.98780096125333e-05	0	0	0.0222054498064982	0	0	3.66819445282917e-06	0	-0.000146908801132281	-0.0321705166261596	1.12068387887183e-05	-0.0934696783374882	9.82202541823937e-08	-0.0307219766549797	-2.36700059947102e-06	1.02198199882849e-06	0	0	0	0	1.05884664131431e-06	-0.0498263414966039	0	0	-0.0186584621585261	5.4052850859177e-06	0.43021574694374	0	2.48915906961425e-06	0	0.0147600456241879	0	-0.0217003988679236	0	0	-0.0804262915653988	-7.5705740249899e-07	0
path:hsa00190	Oxidative phosphorylation	0.0780080800525877	0	-1.48913003822055e-07	0	0	-6.44965720299845e-05	0	0	0	0	0	0	0	0	0	0.000159149354942691	9.45026386438602e-06	0	0	0	0	0	-4.80804561024525e-08	-0.0444471254937365	0	0	-9.55594065458492e-06	-0.000725929139987246	-6.63243036250844e-06	0	-1.12795461232423e-05	0	0.00675139468848579	0	1.95778833664366e-05	0	0	0	0	0
path:hsa00220	Arginine biosynthesis	-4.27723367393391e-05	0	0.676029794923601	0	0	0.0235872853805806	0	0	3.73665110110758e-14	0	-4.06080595349012e-13	0	0	-4.87300610014099e-06	0	-0.0144466011603614	-1.84933327095662e-06	1.14368952720275e-13	0	0	0	0	-7.34077935900578e-08	-0.171071403056651	0	0	0.000232571201380274	-2.53577417962186e-06	0.00809052715485721	0	-1.21943735935456e-06	0	0.0795611864381801	0	-0.0456250344150173	0	0	0	-2.46402275766268e-13	0
path:hsa00230	Purine metabolism	-0.00608954252160782	0	0.00112059951814949	0	0	-0.221621845831749	0	0	0.0209289974303393	0	-0.00617716947136854	0.000557263179452709	0	-0.082428867031048	-2.68172134258868e-08	-0.00755868353921706	0.00330492451626608	-1.98229630779778e-05	-2.08681302463819e-05	0	0	0	-0.00135191344020794	-0.211471514780007	0	0	-0.00216067988723167	-0.0010946683765844	0.00438347289077947	0	-6.70447245163338e-05	0	-0.0782464596869148	0	-0.0135049486255871	0	0	1.56519121277545e-07	-2.26220478286349e-09	0
path:hsa00232	Caffeine metabolism	0	0	8.38243110718858e-07	0	0	7.51215930586703e-12	0	0	0	0	0	0	0	0	0	1.51201901421114e-08	0	0	0	0	0	0	0	2.02920684375199e-11	0	0	5.56467183521261e-15	8.59395991041588e-11	-8.48445757219924e-09	0	0	0	0	0	-0.000107236522212824	0	0	0	0	0
path:hsa00240	Pyrimidine metabolism	-4.37767704066513e-05	0	1.10826843669898e-06	0	0	-0.000161533308391049	0	0	6.1348640256167e-15	0	3.84879964751009e-12	0	0	-5.48539456698286e-07	0	0.00791911098454762	-7.10139217435063e-09	-8.49617742875782e-08	0	0	0	0	-7.13785949819662e-08	-0.0350017340521659	0	0	-0.00252060009824267	3.82083643151201e-06	-0.00444878136764033	0	-1.24819689110633e-06	0	-0.0850638177723555	0	-8.42086755205464e-05	0	0	0	-4.04545250954926e-14	0
path:hsa00250	Alanine, aspartate and glutamate metabolism	-4.26094420333115e-08	0	0.684615370611628	0	0	0.00381950168044761	0	0	3.05155925745172e-15	0	-9.07121185506669e-05	0	0	-3.97957060323246e-07	0	-0.00725856798022906	-1.84926056100085e-06	5.87220281128599e-10	0	0	0	0	-7.46483828489462e-08	-0.0683838600367858	0	0	-0.0115336251854927	-2.01140367850656e-06	0.00405300090299208	0	-1.21952957558254e-06	0	4.03485122034993e-05	0	-0.0381450988685961	0	0	0	-2.01225944121155e-14	0
path:hsa00260	Glycine, serine and threonine metabolism	7.3042437785814e-07	0	0.0126586292851939	0	0	-0.000114344901602838	0	0	3.4665635231446e-19	0	-1.03190495898806e-08	0.514853328347079	0	-4.52078204192056e-11	0	0.000235517492379762	9.39351016153115e-05	5.79981904683053e-07	0	0	0	0	-1.43052275542251e-15	-0.0344589323619026	0	0	0.000111475301336173	1.83209421509209e-08	-0.000133351838668888	0	-1.57634942240988e-12	0	-0.0792577972431413	0	-0.00147385055488637	0	0	0	-2.28592158614428e-18	0
path:hsa00270	Cysteine and methionine metabolism	-0.0225097008113014	0	1.10720798763833	0	0	0.0203375956080457	0	0	0.0209290717128771	0	-0.00637395314079618	-0.0624064640420702	0	-0.0137980881518606	0	-0.0592302141548296	0.00248802419265285	0.00418266721182942	0	0	0	0	3.75228622864162e-06	-0.448403763631188	0	0	-0.718841812376216	-0.00166042113183891	0.0332177983613788	0	-1.19932657016055e-06	0	-0.067230262086852	0	-0.54961111070587	0	0	-0.117012120078881	-4.92096172798784e-07	0
path:hsa00280	Valine, leucine and isoleucine degradation	7.36154767253526e-07	0	0.00661581876344005	0	0	-0.000160844690741897	0	0	4.83523382461109e-14	0	-6.94244708944393e-09	0	0	-6.30566185713519e-06	0	0.00024119797354755	1.00493906481099e-06	-4.61255195765076e-09	0	0	0	0	1.74599999042523e-09	-0.0343732845701081	0	0	9.89749885926595e-05	3.52339122537264e-07	-0.000135531085098218	0	-2.7917853898655e-11	0	0.0777880109306862	0	0.000111169086877515	0	0	0	-3.1884502620356e-13	0
path:hsa00290	Valine, leucine and isoleucine biosynthesis	-4.60827155681104e-12	0	0.000827193159759632	0	0	-2.12454138158869e-10	0	0	3.29581216865461e-19	0	-9.81076763204039e-09	0	0	-4.29810340013075e-11	0	1.30307733723011e-11	-6.99361793719761e-17	6.35095033953611e-14	0	0	0	0	1.19112347459855e-14	-3.43585338508011e-09	0	0	-1.25998350251125e-06	-3.84347962759655e-11	8.15980654578498e-12	0	9.94524063967893e-18	0	-1.35159919663003e-09	0	-2.2039073549845e-08	0	0	0	-2.17332471477988e-18	0
path:hsa00310	Lysine degradation	-0.0137610777845509	0	6.58295174375632e-05	0	0	0.0510237688005683	0	0	2.85927193116196e-06	0	0.000188716482260887	-0.0156015864218597	0	-0.0919221797020178	-1.26739363337436e-08	-0.0189687961987892	-0.00308379923071415	-0.0103531716493584	0	0	0	-0.00238800245058942	-1.32540684200798e-05	-6.52791837000241	0	0	0.0249157837566604	-0.00421301950727525	0.0106174578422281	0	0.0178560191907731	0	0.239483763801411	0	-0.100890852968188	0	0	7.39716445024155e-08	4.8675087833062e-07	0
path:hsa00330	Arginine and proline metabolism	-0.000113081997198062	0	0.75382785032127	0	0	0.0178578428785991	0	0	3.7186792896316e-14	0	5.67107300515639e-07	0	0	-4.84956887130068e-06	0	-0.00702196065831825	2.3835548664993e-05	0.000695706941280933	0	0	0	0	1.34492724520857e-09	-0.13640789289384	0	0	0.000289636797444561	-1.07342917624189e-05	0.00393841530773069	0	2.44045443131062e-10	0	-0.0733244545946483	0	-0.0842618128784952	0	0	0	-2.45217178435129e-13	0
path:hsa00340	Histidine metabolism	-6.52740960746783e-09	0	0.0123922724109646	0	0	0.000164700737059961	0	0	0	0	0	0	0	0	0	7.81377894815177e-05	-5.068016659422e-08	0	0	0	0	0	-1.87554105860913e-10	-0.0346494037544133	0	0	1.85174227052493e-06	5.24790227441745e-07	-4.94876745256051e-05	0	1.40869865197229e-14	0	-0.0791368898601778	0	-0.00196557362271677	0	0	0	0	0
path:hsa00350	Tyrosine metabolism	-2.98824243920638e-07	0	7.68482451082366	0	0	0.000211054427412209	0	0	5.40404363990307e-09	0	3.56007797607359e-09	-1.97473591625065e-11	1.7043489984871e-08	-1.3118780250414e-06	0	7.34859365319467e-05	9.26002133896949e-06	1.88625435302045e-10	-0.00740123019405013	0	0	0	-4.71889883104037e-08	-0.0346163677980592	0	0	8.60428456799216e-06	9.28948667890383e-06	3.00381029753047e-05	0	-1.11111924692047e-05	0	-0.0790412385968401	0	0.0027921316514636	0	0	-4.93683979062662e-11	-6.74591086109086e-14	0
path:hsa00360	Phenylalanine metabolism	-2.60863262527018e-07	0	8.93835799208691	0	0	0.000199594263799868	0	0	0	0	0	0	0	0	0	7.47385457562971e-05	-5.06641182725473e-08	0	0	0	0	0	-1.87490673589752e-10	-0.0343352087869396	0	0	1.89029805470892e-05	4.42506616899669e-07	-4.81551466044691e-05	0	5.62976354127498e-13	0	-0.079136100648282	0	0.00332047442276726	0	0	0	0	0
path:hsa00380	Tryptophan metabolism	0.00269858685704208	0	0.00887339327695555	0	0	0.0226727681348018	0	0	3.55341350536848e-06	0	9.02675024536834e-06	-1.29847508247182e-08	1.12068387887183e-05	-0.00332347830429743	0	0.000330433608497819	0.00330220224764414	-1.97932555398512e-05	0	0	0	0	9.19638867767439e-07	-0.149823031420917	0	0	0.00128806228754619	0.000646620541932152	-0.00020132701027046	0	-4.78861927584468e-09	0	0.0168431681206187	0	-0.0237983011038946	0	0	-3.24618770617954e-08	-1.68790111851088e-10	0
path:hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	0	0	2.24526409711857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.53023260769641e-05	0	0	0	0	0
path:hsa00410	beta-Alanine metabolism	-8.84827365185556e-05	0	0.0234703886247265	0	0	-1.99607235730023e-05	0	0	3.82078394089894e-14	0	3.8538991454027e-12	0	0	-4.73326943972452e-06	0	0.00810404376243454	-5.7808252699743e-08	-2.61137501882855e-08	0	0	0	0	-7.0228894528727e-08	-0.0340909596173212	0	0	9.89599706324421e-05	-1.00590858079302e-05	-0.00455560192009655	0	-1.24501184086694e-06	0	-0.158601610556797	0	-0.000231613670819474	0	0	NA	-2.51950164137522e-13	0
path:hsa00430	Taurine and hypotaurine metabolism	0	0	0.0721455869161063	0	0	-3.83865965756547e-11	0	0	0	0	0	0	0	0	NA	3.31890603597804e-08	0	0	0	0	0	0	0	-6.28310404156097e-10	0	0	1.54315918335952e-12	9.71756351594927e-15	-1.86194469655316e-08	0	0	0	0	0	-2.06903715240161e-05	0	0	0	0	0
path:hsa00440	Phosphonate and phosphinate metabolism	0	0	1.81430155555306e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
path:hsa00450	Selenocompound metabolism	-0.00650700792488244	0	0.00711347527743424	0	0	-3.36065999321129e-05	0	0	3.7259886996647e-08	0	-7.56678755049009e-05	-0.0156016160105175	0	1.24161439776774e-06	0	-0.00769214014900173	-3.6895817521386e-06	1.61813679991078e-07	0	0	0	0	-2.75014723372869e-10	-0.034796090214398	0	0	-0.00972155231653673	1.35817488214439e-06	0.00431583280543	0	1.40429570739177e-08	0	0.000134377248057917	0	-0.00642884732761803	0	0	-0.0390040400262938	-2.45699175607979e-07	0
path:hsa00470	D-Amino acid metabolism	0	0	4.02454516293601e-05	0	0	0.00416045156434281	0	0	0	0	0	0.514853328347079	0	0	0	-0.00749640847448381	-6.86074650362305e-09	0	0	0	0	0	-6.98828802284729e-08	-0.0341042461749491	0	0	-3.24049988524474e-07	-1.11777979706987e-08	0.00420405726744599	0	-1.21952966753917e-06	0	-9.30215265704832e-08	0	-3.94085488189644e-05	0	0	0	0	0
path:hsa00480	Glutathione metabolism	0.0736184202583084	0	0.0136857626523862	0	0	-0.000437902465449671	0	0	9.79989923689245e-08	0	-8.14414883909269e-05	-0.0168017405305976	1.82459238992216e-07	-0.00261066019720309	7.41978341147547e-14	-0.0229439340507045	0.00337498663348022	-1.89912586187549e-05	0	0	0	0	-4.72795173585373e-08	-0.00199611976196059	0	0	-0.0125419334815977	2.61485997259988e-05	0.0129495998160889	0	-1.12700558193949e-05	0	-0.102098470399902	0	-0.000769021359127866	0	0	-0.0420043513264942	-2.64731199192219e-07	0
path:hsa00500	Starch and sucrose metabolism	-0.00421777889000166	0	1.39355736458352e-06	0	0	0.0044130269139148	0	0	3.78816219431525e-08	0	2.80495773984979e-14	5.78566341395299e-12	0	-0.081079870117607	-2.47821750652427e-12	-0.00737145038032185	0.00353290750319392	6.78936552411039e-07	0	0	0	0	-7.16491883023457e-08	-0.0705313044352918	0	0	0.000211921814457162	0.00179443517080055	0.00412323641874989	0	-1.23878831518109e-06	0	-0.00329146406034589	0	0.000718973684368384	0	0	1.44641585348825e-11	-2.49799020672373e-07	0
path:hsa00510	N-Glycan biosynthesis	-7.39326910627631e-05	0	9.70612757335729e-07	0	0	-0.000630258090783919	0	0	2.11001821319909e-11	0	5.21316379440112e-07	0	0	-0.00275169699982961	0	0.00139858105952285	2.16710789113674e-05	4.31059169796939e-07	0	0	0	0	7.62592499120095e-07	-0.0666181015568704	0	0	0.000480417742218045	-0.00056162757722047	-0.000782799694942736	0	1.5955622291214e-10	0	0.0184920199231924	0	-0.0159481666929775	0	0	0	-1.3913883730981e-10	0
path:hsa00512	Mucin type O-glycan biosynthesis	-0.00706964333234332	0	1.15987589799601e-07	0	0	-0.000447579481988566	0	0	4.04992652012934e-08	0	-8.20827932029781e-05	-0.0169308580590228	0	-0.00845883156715241	0	-0.00763668750596198	-3.99693629790694e-06	1.75798391766983e-07	0	0	0	0	2.34431386675383e-06	-0.0700347565429854	0	0	-0.010345581551181	-0.00165689449091185	0.339728999298857	0	1.52571963935021e-08	0	0.0604406602209782	0	0.0356898655356574	0	0	-0.042327145147557	-2.67060285866733e-07	0
path:hsa00513	Various types of N-glycan biosynthesis	-2.67690285664873e-06	0	1.02393413169373e-06	0	0	-0.000514109290792048	0	0	2.10626888170846e-11	0	0	0	0	-0.00274680745709979	0	0.000784108743380583	2.23946916808762e-09	5.64821355513062e-07	0	0	0	0	7.61236601160652e-07	-0.0687516233839536	0	0	0.000309701562655683	-0.000515855291003249	-0.000438195940769323	0	5.77709945045827e-12	0	0.000582919553246466	0	-2.79877524760016e-05	0	0	0	-1.388915988637e-10	0
path:hsa00515	Mannose type O-glycan biosynthesis	-0.00415288322149596	0	1.11311517200124e-07	0	0	0.00291036267559711	0	0	3.72809592372612e-08	0	0	0	0	-0.00274681150262925	0	-0.000178041936292311	-0.00178903125776303	1.14104510059291e-07	0	0	0	0	7.61285522426049e-07	-0.000534041824332155	0	0	-1.6254104001911e-05	3.08510742623058e-05	9.9990402467682e-05	0	8.96245424712846e-09	0	-0.000203970295553831	0	-8.87266959747391e-05	0	0	0	-2.45838130193311e-07	0
path:hsa00520	Amino sugar and nucleotide sugar metabolism	-0.00422132116467367	0	1.17331801620699e-06	0	0	2.02486281301278e-05	0	0	3.79143443524022e-08	0	-7.87086723042839e-15	-1.62348929269822e-12	0	-0.0853472317027435	6.95401598564562e-13	-0.000882372896817444	0.00371865148074258	6.79417863511806e-07	0	0	0	0	-1.41257732607152e-10	-0.0355947740950598	0	0	0.000110977965722947	0.000764932562743216	-2.64903634702572e-05	0	9.11015209986912e-09	0	-6.71973418598558e-05	0	-8.31128489469383e-05	0	0	-4.05872323174554e-12	-2.50014798808718e-07	0
path:hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	-0.00421646348778818	0	1.13572233393107e-06	0	0	-3.76720391193082e-05	0	0	3.78707144966692e-08	0	-7.20883166899049e-15	-1.48693411854603e-12	0	-0.0796574162558941	6.36909875320814e-13	3.96080029940014e-05	0.00347100222523999	6.78820775074354e-07	0	0	0	0	-1.41005548623313e-10	-0.0355377632531697	0	0	0.000110854766396532	0.000125368553588724	-2.37494305101359e-05	0	9.09966861056509e-09	0	-6.13401730816288e-05	0	-8.00753084650706e-05	0	0	-3.71733529636508e-12	-2.4972709478035e-07	0
path:hsa00531	Glycosaminoglycan degradation	-0.000396949379961948	0	2.85193964876888e-08	0	-0.000940004926948274	-0.000253947134986736	0	0	3.54305207569961e-09	0	-0.00501384524042224	-1.3990386284734e-05	0.343235552231386	-0.138113915147365	0	-9.01911275621326e-06	-5.86273801737409e-06	-1.55104662556206e-05	0	0	0	0	2.2800692597513e-05	-0.00207318430540193	0	0	-0.00022457544858988	-7.85302613098416e-06	-0.000146764746926096	0	8.56667637057567e-10	0	-0.000188785785085658	0	0.000186947439839297	0	0	7.36564291729362e-09	-0.0047000479983381	0
path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	0	0	-9.37976215620425e-15	0	0	-3.37809838267531e-10	0	0	0	0	0	0	0	0	0	6.27030924651391e-14	0	0	0	0	0	0	0	-4.60511001580732e-12	0	0	6.06815858881912e-17	-6.80418053533237e-13	1.60443571689097e-11	0	0	0	0	0	2.34159329789751e-10	0	0	0	0	0
path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	0	0	-1.33225076281794e-13	0	0	-4.79744990910342e-09	0	0	0	0	0	0	0	0	0	8.90470939851567e-13	0	0	0	0	0	0	0	-6.53995259467377e-11	0	0	8.61762722345503e-16	-9.66288051905486e-12	2.1931236735058e-10	0	0	0	0	0	3.32538740781103e-09	0	0	0	0	0
path:hsa00561	Glycerolipid metabolism	-1.35879702246271e-05	0	3.40247136109989e-05	0.0858088880578466	0	-0.000704691774945351	0	0	1.08559268424463e-10	0	-4.7726953459645e-09	0.00091725938456774	0.011648265347219	-0.0046857362258451	0	-0.0179649097356201	-1.13512655318919e-05	5.58641347917663e-07	0	0	0	0	-1.88774271120895e-10	-0.000841448745209971	0	0	0.000321875117454057	-1.72156668425164e-07	0.0100952840818695	0	-2.38799126200863e-11	0	0.000372541275010452	0	-0.0343152418646305	0	0	-1.20683424499497e-06	-7.15861611681651e-10	0
path:hsa00562	Inositol phosphate metabolism	-0.0426462795334528	0	0.00033616836417331	0	0	-0.178548274626063	0	0	0.00941867284124164	0	-0.000177463928704709	-0.0779986556114504	0.0297880708618243	-0.0035194125341987	0	-0.0966894123998536	0.000222050544576687	-0.0208563339774395	0	0	0	0.0160829404810652	0.17143963217362	-0.522648004639075	0	0	-0.021825916606502	-0.00025538008479415	0.0939720976402684	0	0.0244662767092865	0	-0.720115214924622	0	-0.0989845189431432	0	0	-0.184512983073296	0.0233600849422255	0
path:hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0	0	1.02164659605589e-06	0	0	-3.62026022494275e-05	0	0	0	0	0	0	0	0	0	0.000311444910521028	-5.08188239193265e-08	5.64756864409679e-07	0	0	0	0	-1.8806734454125e-10	-0.000116396106368508	0	0	0.000116167084222057	4.19181714069124e-07	-0.000177700781921388	0	0	0	7.32142786890623e-05	0	-3.08973840815459e-05	0	0	0	0	0
