X..Pathway.Id	Pathway.Name	hsa-let-7b-3p(+)	hsa-let-7c-5p(+)	hsa-miR-100-5p(+)	hsa-miR-1228-5p(-)	hsa-miR-126-3p(+)	hsa-miR-139-5p(+)	hsa-miR-142-3p(+)	hsa-miR-144-5p(+)	hsa-miR-146a-5p(-)	hsa-miR-150-5p(+)	hsa-miR-15b-3p(+)	hsa-miR-182-5p(+)	hsa-miR-18a-3p(+)	hsa-miR-191-5p(+)	hsa-miR-192-5p(+)	hsa-miR-194-5p(+)	hsa-miR-20a-5p(-)	hsa-miR-221-3p(-)	hsa-miR-27b-3p(+)	hsa-miR-30a-3p(+)	hsa-miR-30c-5p(+)	hsa-miR-335-5p(-)	hsa-miR-340-3p(+)	hsa-miR-342-3p(+)	hsa-miR-363-3p(+)	hsa-miR-378c(-)	hsa-miR-423-3p(+)	hsa-miR-425-5p(+)	hsa-miR-4433b-5p(+)	hsa-miR-4732-3p(+)	hsa-miR-484(+)	hsa-miR-511-5p(+)	hsa-miR-542-3p(-)	hsa-miR-654-3p(+)	hsa-miR-92a-3p(+)	hsa-miR-92b-3p(+)	hsa-miR-99a-5p(+)
path:hsa00100	Steroid biosynthesis	4.08261407778917e-05	2.08054681871231e-07	0	9.82955490091235e-07	0	-0.000171265631315946	0	0	1.00410057861844e-13	-0.00803639003465785	0	0	0	7.14299202144363e-13	-2.09338450326656e-12	-1.67680302715624e-17	-8.47275628493004e-10	1.0597886387033e-11	0	-0.000514509291706579	-2.50191477317196e-05	0	-0.0377461884505126	-0.225174058597826	0	0	0	0	0	0	2.6010003067304e-06	0	6.56516172446441e-12	0	-6.47420625208375e-18	0	-0.000194532985284248
path:hsa00120	Primary bile acid biosynthesis	-4.24923493029722e-06	-0.00217725221439382	0	1.04259277263812e-07	0	-0.000159377406234603	0	0	3.63356798637108e-08	-7.84575277394695e-05	0	0	0	-0.00416553027901151	0.0122077936630504	1.92019488357294e-07	0	-3.57248280836936e-06	0	-0.0113836572703912	2.25351456302486e-06	0	-0.0374281399132178	0.0120775761560588	0	0	0	0	0	0	3.11877226331466e-05	0	-0.0382854366083994	0	-0.172707486439406	0	0.000143234209176115
path:hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	-1.19887430285155e-07	0.000140842328055868	0	0.497341286936345	0	-0.000625475138673207	0	0	3.72710101572427e-13	4.86668868376668e-06	0	-0.0348258227870674	0	0.000258386156878028	4.0986265011324e-10	-0.000441964345957962	1.65887649368103e-07	0.000210082318389939	0	-4.24285624064313e-07	-9.44992500520882e-07	0	-0.00248951805778382	-0.00393563229773435	0	0	0	0	0	0	0.000235763749673636	0	-1.2853895586846e-09	0	1.2675814346185e-15	0	-3.25204554983091e-06
path:hsa00140	Steroid hormone biosynthesis	3.72326314145704e-07	-0.0041806090489759	-1.22584198298335e-05	2.85518121790079e-05	0	0.0223969669706161	0	0	3.57722351608086e-06	-0.000152383426773484	0	-0.00188897633087984	0	-0.0080904636754843	0.02517245833644	-0.00853582915732007	7.26203106787818e-05	-2.29186630435331e-06	-0.129742208117707	-9.75610029913958e-06	-0.00617318144901516	0	-0.0522231961906984	0.0184602283044777	0	0	0	0	0	0	-0.0578842803235512	0	-0.0789445320356553	0	-0.00167838540530548	0	7.92356038094441e-05
path:hsa00190	Oxidative phosphorylation	-0.00523338575397227	2.09372700650403e-05	0	-1.42303191252596e-07	0	-6.50528409044339e-05	0	0	0	0	0	0	0	0	0	-5.77182775145314e-09	0	9.15028974765546e-06	0	-3.90593980759325e-07	0	0	-0.0465852174783934	1.46563964385406e-05	0	0	0	0	0	0	-4.9343730084068e-08	0	0	0	0	0	8.36989696621634e-08
path:hsa00220	Arginine biosynthesis	2.25035657641915e-05	1.3123684043447e-06	0	0.646022810166548	0	0.023790720575305	0	0	3.64398244481341e-14	-4.21213379923919e-13	-0.49879137275172	0	0	-2.23634001548483e-11	0	5.5289188954281e-12	0	-1.7906309825913e-06	0	-0.000249995852780261	-9.07913808501116e-06	0	-0.17930065054153	-2.81808252862042e-05	0	0	0	0	0	0	-0.0529412215857394	0	0	0	0	0	-2.04410383620335e-05
path:hsa00230	Purine metabolism	0.075065025092168	0.000351561156605881	0	0.00107085938404242	0	-0.223533285941728	0	0	0.0204099599240336	-0.0064073646000291	0	0	0	-9.4819698286236e-07	-4.89885954272977e-08	-3.93111581017397e-08	-1.98276250325179e-05	0.0032000182589536	0	-0.0221075604411262	-0.00516362719296924	0	-0.221644176019891	-0.0107731458938405	0	0	0	0	0	0	-0.000294651470547842	0	1.53635441139794e-07	0	-3.30457103446065e-07	0	0.000243665503595784
path:hsa00232	Caffeine metabolism	-3.84548239983962e-11	0	0	8.01035951456169e-07	0	7.57695004233932e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12682015034138e-11	0	0	0	0	0	0	0	-9.73583261588504e-06	0	0	0	0	0	0
path:hsa00240	Pyrimidine metabolism	-1.56639049427497e-06	6.45207576090921e-05	0	1.05907564322084e-06	0	-0.000162926497964024	0	0	5.98271987556942e-15	3.99222697845087e-12	0	0	0	2.1195853143175e-10	0	5.65930956133982e-12	0	-6.87597689752581e-09	-0.16698733528484	0.0113913209529071	-1.02201092821119e-06	0	-0.0366854633416241	-0.00551137173921084	0	0	0	0	0	0	8.11800804620199e-05	0	0	0	7.19714149634481e-11	0	0.000224835112575124
path:hsa00250	Alanine, aspartate and glutamate metabolism	8.87494791236449e-06	-0.0026859355266697	0	0.654227297268339	0	0.003852444049846	0	0	2.97588082552473e-15	-9.40925483571709e-05	-0.49879137275172	0	0	-0.00499563739138795	0	5.48173116482906e-12	0	-1.79056058062449e-06	0	0.0108728435042517	-7.41453433123208e-07	0	-0.0716734087173895	-8.47644107240558e-06	0	0	0	0	0	0	-0.00481622670817792	0	0	0	0	0	-2.15336845553615e-06
path:hsa00260	Glycine, serine and threonine metabolism	-6.91523811350559e-08	-1.4697087052512e-08	0	0.012096749766187	0	-0.000115331101453646	0	0	3.38059301774929e-19	-1.07035938312208e-08	0	-0.00191747625552936	0	-5.68283827987115e-07	0	-8.06629738718353e-16	0	9.09533754390471e-05	0	7.78893047723781e-08	-8.42289206443802e-11	0	-0.0361165506277497	-4.7191649870898e-06	0	0	0	0	0	0	1.63061882263898e-05	0	0	0	0	0	2.40408130754198e-07
path:hsa00270	Cysteine and methionine metabolism	-5.62079079491091e-05	-0.0111321117202574	0	1.05806226439146	0	0.0205130029368668	0	0	0.0204100323643703	-0.00661148150554684	0	0	0	-0.0108380874096239	0.0366233809891512	-0.0283990035191237	0	0.0024090483174492	0	0.00108992175501264	-0.0257080188649253	0	-0.469973853535988	-0.519525280614744	0	0	0	0	0	0	-0.240962882402912	0	-0.114856309825198	0	-0.00558404299094992	0	-6.84833567893486e-06
path:hsa00280	Valine, leucine and isoleucine degradation	3.1763394022508e-06	6.32423595490116e-05	0	0.00632216192422868	0	-0.000162231941137756	0	0	4.71532040233252e-14	-7.201160648847e-09	0	-0.0015978968796078	0	-3.82329823422513e-07	0	-6.94610704402211e-16	0	9.73039880548977e-07	-0.000151559224808424	2.40026440075607e-07	-1.17483897089033e-05	0	-0.0360267828202039	-0.0248922016811826	0	0	0	0	0	0	-3.11751383908558e-05	0	0	0	5.02373164955664e-15	0	0.000170535125619331
path:hsa00290	Valine, leucine and isoleucine biosynthesis	-4.22200966971993e-11	-2.90496330029061e-07	0	0.000790476475491518	0	-2.14286508788595e-10	0	0	3.21407628355239e-19	-1.01763705069144e-08	0	0	0	-5.40292062448796e-07	0	5.08905369877405e-21	0	-6.77162367401435e-17	0	-6.51613572863918e-10	-8.00800850060788e-11	0	-3.60113225298196e-09	-1.14421824977197e-11	0	0	0	0	0	0	-8.44366941822725e-10	0	0	0	0	0	-2.45972952073257e-10
path:hsa00310	Lysine degradation	-0.000176621536845758	0.0114576796822871	0	6.29075377539068e-05	0	0.0514638376840382	0	0	2.78836220995147e-06	0.000195749090823071	0	0	0	0.0103928684525994	-2.3152231727617e-08	-0.0494898641498129	-9.3706252517981e-06	-0.0029859120220941	0	0.0247424481180583	-0.0358077150053012	-0.00227099857379052	-6.84193845090422	-0.036629271439654	0	0	0	0	0	0	-0.335550658052577	0	7.26088042291805e-08	0	-0.00834261328659556	0	0.00152859793632729
path:hsa00330	Arginine and proline metabolism	-2.65492534381763e-05	0.000316249967741852	0	0.720367637496493	0	0.0180118628806786	0	0	3.62645633286239e-14	5.88240821072525e-07	0	0	0	3.12313556407859e-05	0	1.24879870687088e-13	0	2.30789509910895e-05	0	-0.0110357583992612	-9.03547102763464e-06	0	-0.142969681068002	-0.0123384551082176	0	0	0	0	0	0	-0.0481254118027536	0	0	0	0	0	0.00015080756051271
path:hsa00340	Histidine metabolism	2.04232162943843e-06	5.96070968394435e-05	0	0.0118422156943326	0	0.000166121245014752	0	0	0	0	0	0	0	0	0	7.20841590969191e-18	0	-4.90714561467635e-08	0	4.87811484746153e-16	0	0	-0.0363161844880941	0.000220039935673338	0	0	0	0	0	0	-0.0486056400442522	0	0	0	0	0	0.000169941788712362
path:hsa00350	Tyrosine metabolism	-2.75677991590243e-05	5.98182161564285e-05	-1.86427465888447e-08	7.3437176340432	0	0.000212874725841862	0	0	5.27002377850461e-09	3.6927459579935e-09	0	-2.51588020499926e-06	0	1.96058243790175e-07	1.54517125587191e-11	-3.36539715013793e-06	0	8.96608597780654e-06	-0.00029758162781448	-3.85406230348079e-07	-2.43145081058935e-06	0	-0.0362815593645508	0.000219984881563833	0	0	0	0	0	0	-0.0486842004920786	0	-4.8458843423e-11	0	-6.60613786550065e-07	0	0.000129744708080506
path:hsa00360	Phenylalanine metabolism	2.02736257562981e-06	5.95911799291605e-05	0	8.5416104314976	0	0.000201315720816513	0	0	0	0	0	0	0	0	0	2.8807919296233e-16	0	-4.90559172374404e-08	0	1.94950375511052e-14	0	0	-0.0359868754331712	0.000219972954381636	0	0	0	0	0	0	-0.0485111967061457	0	0	0	0	0	0.000129411338291964
path:hsa00380	Tryptophan metabolism	-0.000825180866718384	0.000324246922024667	-1.22584198298335e-05	0.00847952931000565	0	0.0228683158176328	0	0	3.46528912717796e-06	9.36313634320012e-06	0	-0.00165430107883902	0	0.000497115178974629	1.0160175633564e-08	-0.00853622509784029	0	0.00319738240168876	-0.129742208117707	3.60665054546737e-08	-0.00618373702738576	0	-0.157030143670351	0.00708421160790994	0	0	0	0	0	0	-0.055255816832178	0	-3.1863805277638e-08	0	-0.00314950919298513	0	0.000114769786749855
path:hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	0	0	0	2.14560339274767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
path:hsa00410	beta-Alanine metabolism	-5.81315081857125e-05	6.63299017320827e-05	0	0.02242860674027	0	-2.01328804626737e-05	0	0	3.72602879673027e-14	3.99751651153337e-12	0	0	0	2.12239367584147e-10	0	5.6947968521197e-12	0	-5.59732796458484e-08	-0.149208510301191	0.0113631439584606	-8.81878782187411e-06	0	-0.0357308768605032	-0.00549205407859108	0	0	0	0	0	0	-0.0485643792387411	0	0	0	7.13821004834146e-11	0	0.000223940920097141
path:hsa00430	Taurine and hypotaurine metabolism	-1.96094968544497e-12	0	0	0.0689432553870277	0	-3.87176726034033e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.58534753291836e-10	0	0	0	0	0	0	0	-0.000206668491502721	0	0	0	0	0	0
path:hsa00440	Phosphonate and phosphinate metabolism	0	0	0	1.73377001754839e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
path:hsa00450	Selenocompound metabolism	-9.63048719205655e-07	-0.00224050716266867	0	0.00679772892154502	0	-3.38964495307803e-05	0	0	3.63358447009593e-08	-7.84876745112348e-05	0	0	0	-0.00416713085570849	0.0122077936630504	1.92019488285892e-07	0	-3.57246554849756e-06	0	-4.9886047451655e-06	2.25327705913391e-06	0	-0.0364699271781695	0.0118583032784225	0	0	0	0	0	0	-1.17467898795435e-05	0	-0.0382854366083994	0	3.77550201284763e-08	0	-2.44795578232977e-05
path:hsa00470	D-Amino acid metabolism	4.98864466704988e-07	2.72012578800434e-08	0	3.84590737764143e-05	0	0.00419633455216769	0	0	0	0	0	0	0	0	0	5.48168410993313e-12	0	-6.64296989949113e-09	0	0.0111288646672563	0	0	-0.0357448025569292	1.33016906785445e-05	0	0	0	0	0	0	1.93095224648069e-08	0	0	0	0	0	7.06929346756008e-08
path:hsa00480	Glutathione metabolism	-6.97564135694623e-05	-0.00234564546438823	-1.99580095294143e-07	0.0130782916882621	0	-0.000441679278757844	0	0	9.55686249904132e-08	-8.44764437997677e-05	0	-2.69390374846829e-05	0	-0.00448509142015855	0.0131468548796083	-1.96865483369995e-05	5.48590492863138e-11	0.00326785643596574	-0.00128464655344964	-1.40749735846603e-05	-5.19714071149067e-06	0	-0.00209214144201422	0.0245780212121567	0	0	0	0	0	0	0.0221620863698963	0	-0.0412304707128626	0	-0.00145370705699376	0	0.000139509136611202
path:hsa00500	Starch and sucrose metabolism	-0.0021741134830273	0.000170285232939782	0	1.33170143025764e-06	0	0.00445108830907201	0	0	3.69421606692126e-08	2.90948581064417e-14	0	0	0	1.54472764944079e-12	-4.52710700697825e-12	-0.0072388175414094	-1.83229952672682e-09	0.00342076451724459	0	0.0113877241425607	-6.10377551766242e-08	0	-0.0739241541416636	-0.0271653722779498	0	0	0	0	0	0	-0.000151642750809758	0	1.41976734796645e-11	0	-1.40009751876427e-17	0	0.000184835764822909
path:hsa00510	N-Glycan biosynthesis	-8.2175702962249e-05	9.55156846342207e-05	0	9.27530096729525e-07	0	-0.000635693929429888	0	0	2.05768992584161e-11	5.40743479764022e-07	0	0	0	2.8709588525588e-05	0	-0.00764107197024271	0	2.09831867161522e-05	0	-0.0111288393882755	-0.00512682244104745	0	-0.0698227098951954	-0.000262477619835445	0	0	0	0	0	0	-0.0480956138321356	0	0	0	0	0	0.000167747269584539
path:hsa00512	Mucin type O-glycan biosynthesis	-2.38198130733427e-06	-0.00236621089158106	0	1.10839240029725e-07	0	-0.000451439757454939	0	0	3.94948865784156e-08	-8.51416471375766e-05	0	0	0	-0.00452040893174959	0.0132478854487644	-0.007253365407667	0	-3.87006392134703e-06	0	-5.49254420283101e-06	-0.0157601315777074	0	-0.0734037202262063	0.0130606103223342	0	0	0	0	0	0	-0.148030175227309	0	-0.0415473174386263	0	4.09717100061853e-08	0	0.000145581573122267
path:hsa00513	Various types of N-glycan biosynthesis	-1.71618468951286e-06	6.28140484475678e-05	0	9.78484691280485e-07	0	-0.000518543371356825	0	0	2.05403357747996e-11	0	0	0	0	0	0	2.95618481158133e-15	0	2.16838302750121e-09	0	-0.0111287887411031	-0.00511771249275184	0	-0.0720588630143341	0.000196117871538777	0	0	0	0	0	0	-0.0480108795272901	0	0	0	0	0	0.000168171789394946
path:hsa00515	Mannose type O-glycan biosynthesis	1.07528673469565e-06	0.000107304519209479	0	1.06370724612297e-07	0	0.00293546391925766	0	0	3.63563943516473e-08	0	0	0	0	0	0	4.58615458277284e-12	0	-0.00173224310041081	0	3.70067864523183e-08	-0.00511778006616032	0	-0.000559731461882216	-5.16134115640005e-05	0	0	0	0	0	0	2.54944785198697e-05	0	0	0	0	0	1.05687006867085e-05
path:hsa00520	Amino sugar and nucleotide sugar metabolism	-0.000161178260954047	0.000105804608320792	0	1.12123786220804e-06	0	2.04232681338454e-05	0	0	3.69740715652613e-08	-8.16417880350025e-15	0	0	0	-4.33459159230374e-13	1.27033137375453e-12	-0.00724762746695576	5.14153425427934e-10	0.00360061253396055	0	2.7265407241362e-08	-6.10904789158301e-08	0	-0.0373070310822759	-0.0284225600506808	0	0	0	0	0	0	-6.49341704950614e-05	0	-3.98394604495532e-12	0	3.92875141157597e-18	0	1.12886288797233e-05
path:hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	-0.000147489653433802	0.000105662541166797	0	1.08531094227582e-06	0	-3.79969522447589e-05	0	0	3.69315237265526e-08	-7.47747217516845e-15	0	0	0	-3.96999977612867e-13	1.1634810712892e-12	-0.00723588090703954	4.70906875625584e-10	0.00336082426178545	0	2.76856388285472e-08	-6.10201791896966e-08	0	-0.037247277781279	-0.0265246185752159	0	0	0	0	0	0	-6.04276183265751e-05	0	-3.64884777949178e-12	0	3.59829568536864e-18	0	1.12171342544267e-05
path:hsa00531	Glycosaminoglycan degradation	-1.7308676933733e-06	-4.26710871120409e-05	-0.00296537824744122	2.72535039159226e-08	-0.000964837521996788	-0.000256137373669236	0	0	3.45518466015791e-09	-0.00520068854390498	0	0	0	-9.77922613783765e-05	-2.30535731348374e-09	-0.00135306114780108	-9.33069421138332e-07	-5.67664060426249e-06	-0.00171498321075129	-3.18061196672582e-05	-7.65071861622688e-05	0	-0.0021729131111876	-6.17594636054958e-06	0	0	0	0	0	0	-0.00141025047763615	0	7.22993963702347e-09	0	3.38559361689973e-11	0	2.64086224346595e-06
path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	9.04519777967462e-10	0	0	-8.96342195617236e-15	0	-3.40723374484985e-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.82663500091909e-12	-2.60899550246879e-06	0	0	0	0	0	0	4.45778474182534e-24	0	0	0	0	0	0
path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	1.28454359731281e-08	0	0	-1.27311604918158e-13	0	-4.83882686879555e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.85455157193898e-11	-3.70513564185961e-05	0	0	0	0	0	0	6.33067290267306e-23	0	0	0	0	0	0
path:hsa00561	Glycerolipid metabolism	0.00494105787058717	-0.0100380374214231	0	3.2514456118866e-05	0	-0.000710769587891758	0	0	1.05867007022217e-10	-4.95055208509301e-09	0	-7.23033433632861e-06	0	-2.62838700153235e-07	3.77724549520255e-07	-1.12888849698297e-08	0.000152880087051671	-1.09909490475517e-05	0	-0.000227795507325445	-1.10889707203518e-08	0	-0.000881925936876427	-0.0257401805488314	0	0	0	0	0	0	-0.0498371912607606	0	-1.18459974793516e-06	0	-2.33405114957917e-08	0	-0.0192479701221129
path:hsa00562	Inositol phosphate metabolism	-0.0159123149529795	-0.0162896496805551	-0.053310621040577	0.000321246834005114	0	-0.180088214573801	0	0	0.00918509048831243	-0.000184077205560741	0	-0.000165710379300707	0	-0.00977322749039058	0.0610315939744967	-0.0282875054743183	-0.00338310907330361	0.000215002125936234	0.0100978835256513	0.000182784691122678	-0.0199196912926863	0.0152949319150999	-0.547789551974304	0.0316298229387295	0	0	0	-0.0688316789767928	0	0	-0.3074767611182	0	-0.181113549060999	0	-0.00834707979080115	0	-0.0341107665591286
path:hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	4.98584463736629e-08	5.98639892830985e-05	0	9.76298692657034e-07	0	-3.65148418021912e-05	0	0	0	0	0	0	0	0	0	0	0	-4.9205712154698e-08	0	7.55342580385608e-08	0	0	-0.000121995244204921	0.000216105891553892	0	0	0	0	0	0	-0.0486594467899881	0	0	0	0	0	0.000170167831227907
path:hsa00564	Glycerophospholipid metabolism	0.0175435041230308	-0.00718575694495078	0	5.82590427559556e-06	0	0.00426852933769836	0	0	-3.84971824167917e-08	-4.95874556763393e-09	0	-0.110254886980074	0	-2.63273715130102e-07	1.52003249585703e-07	-0.00707164851590449	6.15217360330798e-05	-0.00195116949100164	0	-7.05292482335941e-06	-8.92156052663622e-06	0	-0.0749044725496257	-0.0251677097980208	0	0	0	0	0	0	-0.0967650990809115	0	-4.76704549315753e-07	0	-1.18565324674422e-07	0	-0.0188625839893155
path:hsa00565	Ether lipid metabolism	-1.87223935941517e-05	-6.38926324585257e-08	0	6.10664627360741e-07	0	0.000155729073334227	0	0	-3.83677925424129e-08	2.44995413827309e-10	0	-0.122505429491735	0	1.30074939132094e-08	0	-2.22493382987003e-07	0	0.00309181462630724	0	-6.26927409088048e-06	-9.76478077567338e-08	0	-0.000656764294989843	-0.00552314185507038	0	0	0	0	0	0	-0.0380783119816835	0	0	0	-4.37478804663297e-08	0	1.92262137206778e-05
path:hsa00590	Arachidonic acid metabolism	-0.000183640667760378	-0.16755733416205	-0.232915519135203	1.41518327601679e-05	0	-0.00356569743387092	0	0	0.127071539219928	-8.77515165562903e-05	0	-5.06885575999585e-05	0	-0.00465897422180079	0.0127529655476601	-0.00713857549759428	-9.6895670656673e-06	2.0992269785776e-07	-0.00596515899391754	-0.0337562359207284	-0.0105195477589952	0	-0.182832937319381	0.019488952990129	0	0	0	0	0	0	-2.80888183852859	0	-0.039995175829507	0	-1.32028586511569e-05	0	-0.452422790155429
path:hsa00591	Linoleic acid metabolism	5.99649081586561e-07	0.00340634868352855	0	1.44002000540275e-05	0	-0.000331709636195946	0	0	-3.82277270127811e-08	-1.46331500710353e-16	0	-1.05707611702491e-07	0	-7.76914994066942e-15	0	2.95612441783069e-15	0	-4.09278858604399e-06	0	-0.000799819660883526	-0.0051176504751576	0	-0.0345279459229349	-0.0055547835544841	0	0	0	0	0	0	-0.132378500794526	0	0	0	0	0	2.42692194496446e-05
