X..Pathway.Id	Pathway.Name	hsa-let-7a-5p(+)	hsa-let-7b-5p(+)	hsa-let-7c-5p(+)	hsa-let-7d-5p(+)	hsa-let-7e-5p(+)	hsa-miR-1-3p(-)	hsa-miR-1228-5p(+)	hsa-miR-199a-5p(+)	hsa-miR-200a-3p(-)	hsa-miR-206(-)	hsa-miR-3168(+)	hsa-miR-335-3p(+)	hsa-miR-340-3p(+)	hsa-miR-378a-3p(-)	hsa-miR-432-5p(+)	hsa-miR-4433b-3p(+)	hsa-miR-4433b-5p(+)	hsa-miR-486-3p(+)	hsa-miR-582-3p(-)	hsa-miR-654-3p(+)
path:hsa00140	Steroid hormone biosynthesis	-5.09254926210131e-06	-0.0078595658647763	-0.00409448700489234	0	0	-0.0176907941393499	-2.81983819412978e-05	-0.0934696783374882	-0.000800277825291726	-0.0034167742556348	0	0	-0.0498263414966039	0.43021574694374	7.69814555517001e-06	0	0	-0.0204532355140567	2.16246457160374e-05	0
path:hsa00190	Oxidative phosphorylation	0	-0.0298344808921601	2.05059548010664e-05	0	0	0.0780080800525877	1.4054168307245e-07	0	-5.17075152968337e-06	0.000164827108520103	0	0	-0.0444471254937365	-6.63243036250844e-06	0.00430457385972228	0	0	0.000143328167107986	0.000975050120130683	0
path:hsa00220	Arginine biosynthesis	-0.143451509863177	-4.19138943454317e-07	1.28533314506818e-06	0	0	-4.27723367393391e-05	-0.638025979915221	-4.87300610014099e-06	0.00754110762254862	0.0211737843379621	0	0	-0.171071403056651	0.00809052715485721	-1.97035583482161e-06	0	0	-0.00618493275705338	-0.000228402202412904	0
path:hsa00230	Purine metabolism	-0.035350612637371	0.005200527031821	0.000344318870835415	0	0	-0.00608954252160782	-0.00105760368999809	-0.082428867031048	-0.0097584096840201	-0.00542801859330264	0	0	-0.211471514780007	0.00438347289077947	-7.60720288548429e-06	0	0	-0.11960232762533	0.00241427324550851	0
path:hsa00232	Caffeine metabolism	0	0	0	0	0	0	-7.91120282182272e-07	0	0	-1.5199602895439e-08	0	0	2.02920684375199e-11	-8.48445757219924e-09	0	0	0	-1.58710522071321e-06	7.02747646133165e-10	0
path:hsa00240	Pyrimidine metabolism	-0.000416589711214809	-3.935334896579e-07	6.31916068882239e-05	0	0	-4.37767704066513e-05	-1.04596581488526e-06	-5.48539456698286e-07	0.0012667033758666	0.00202778441999902	0	0	-0.0350017340521659	-0.00444878136764033	-1.05886145419303e-07	0	0	-0.000212440716030626	0.000457555804119563	0
path:hsa00250	Alanine, aspartate and glutamate metabolism	-0.00056123891649773	-4.49334427809467e-07	-0.00263060429260223	0	0	-4.26094420333115e-08	-0.646128907304847	-3.97957060323246e-07	0.00450230963907067	0.0145063195777568	0	0	-0.0683838600367858	0.00405300090299208	-2.29687368804851e-07	0	0	-0.00527562364110003	-0.000223716767315924	0
path:hsa00260	Glycine, serine and threonine metabolism	0	-1.28561168733001e-07	-1.43943217940991e-08	0	0	7.3042437785814e-07	-0.0119470094583362	-4.52078204192056e-11	2.35711256239954e-05	6.1972170533288e-06	0	0	-0.0344589323619026	-0.000133351838668888	-9.54739078571395e-07	0	0	0.000170775581810695	0.00625254814454363	0
path:hsa00270	Cysteine and methionine metabolism	0	-0.00797134441189302	-0.010902786230817	0	0	-0.0225097008113014	-1.04496498022359	-0.0137980881518606	0.150928576711002	0.0281528983603394	0	0	-0.448403763631188	0.0332177983613788	0.0032175481429583	0	0	-0.00341369052111699	0.00246853802659124	0
path:hsa00280	Valine, leucine and isoleucine degradation	0	2.94345240692344e-11	6.19395442861583e-05	0	0	7.36154767253526e-07	-0.00624390268177806	-6.30566185713519e-06	-0.0363095894652556	-3.32576215638634e-05	0	0	-0.0343732845701081	-0.000135531085098218	-4.12233960334206e-08	0	0	-0.000408564282669803	3.96418165973421e-06	0
path:hsa00290	Valine, leucine and isoleucine biosynthesis	0	-3.26788723654868e-12	-2.84512001562134e-07	0	0	-4.60827155681104e-12	-0.000780691517293924	-4.29810340013075e-11	4.84843646568803e-11	3.02164633969935e-09	0	0	-3.43585338508011e-09	8.15980654578498e-12	1.88147244822643e-10	0	0	-3.71076709041155e-09	3.7796699212519e-07	0
path:hsa00310	Lysine degradation	5.51803519699416e-08	-0.0317089062581271	0.0112216473761964	0	0	-0.0137610777845509	-6.21288332050423e-05	-0.0919221797020178	-0.0472483542369924	0.0452863102171831	0	0	-6.52791837000241	0.0106174578422281	0.0128595943908753	0	0	-0.00333107868978392	0.000110547440718456	0
path:hsa00330	Arginine and proline metabolism	-0.121941759754164	-0.0064983707540851	0.000309735105111977	0	0	-0.000113081997198062	-0.71145052555408	-4.84956887130068e-06	0.00581894964521168	0.00657357775429042	0	0	-0.13640789289384	0.00393841530773069	0.00321682939042182	0	0	-0.000842199712458027	1.2387648353368e-05	0
path:hsa00340	Histidine metabolism	0	0.0051602944384235	5.83791692907153e-05	0	0	-6.52740960746783e-09	-0.0116956261510272	0	0.0030961932998659	3.69741050976781e-06	0	0	-0.0346494037544133	-4.94876745256051e-05	-4.40885529555142e-06	0	0	0.000138917018764812	0.0106625971572497	0
path:hsa00350	Tyrosine metabolism	-7.74480778945982e-09	0.00516662129770633	5.85859394741384e-05	0	0	-2.98824243920638e-07	-7.2528130058955	-1.3118780250414e-06	0.00312729239354406	-0.00127059807451113	0	0	-0.0346163677980592	3.00381029753047e-05	-3.52191632232475e-06	0	0	-0.000414625541982701	0.000980287462648763	0
path:hsa00360	Phenylalanine metabolism	0	0.00515861356076654	5.83635802744863e-05	0	0	-2.60863262527018e-07	-8.43587761894251	0	0.00311915620787062	-0.00127423595977808	0	0	-0.0343352087869396	-4.81551466044691e-05	-3.45035207276547e-06	0	0	0.000292829188316932	-1.04384973403696e-05	0
path:hsa00380	Tryptophan metabolism	-5.09254926210131e-06	-0.00276122029677855	0.000317567319271711	0	0	0.00269858685704208	-0.00837456497215853	-0.00332347830429743	-0.0314935309630565	0.00557991014742854	0	0	-0.149823031420917	-0.00020132701027046	6.62774376224048e-07	0	0	-0.000185974850584847	6.81488258384755e-05	0
path:hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	0	0	0	0	0	0	-2.11904391861076	0	0	0	0	0	0	0	0	0	0	-4.97129288046166e-06	9.14987686147878e-06	0
path:hsa00410	beta-Alanine metabolism	0	-0.00133961865138991	6.4963481994167e-05	NA	0	-8.84827365185556e-05	-0.0221509729507921	-4.73326943972452e-06	0.00429615246706572	0.00256115166155403	0	0	-0.0340909596173212	-0.00455560192009655	0.00321447090558289	0	0	-0.0236358301786694	2.4430464715636e-05	0
path:hsa00430	Taurine and hypotaurine metabolism	0	0	0	0	0	0	-0.0680898373627296	0	0	-4.32359202584809e-06	0	0	-6.28310404156097e-10	-1.86194469655316e-08	0	0	0	-1.71948028998456e-07	4.34582789656129e-05	0
path:hsa00440	Phosphonate and phosphinate metabolism	0	0	0	0	0	0	-1.71230844636703e-08	0	0	0	0	0	0	0	0	0	0	-2.48465334639195e-06	2.0548039748166e-09	0
path:hsa00450	Selenocompound metabolism	0	-5.43948533626985e-08	-0.0021943519124713	0	0	-0.00650700792488244	-0.00671358284585752	1.24161439776774e-06	1.15728926020433e-05	-0.00094608298371333	0	0	-0.034796090214398	0.00431583280543	5.02560535907136e-07	0	0	-0.000474469062373617	0.00207793065346427	0
path:hsa00470	D-Amino acid metabolism	0	-4.18516397191662e-07	2.66409022230495e-08	0	0	0	-3.7983005935197e-05	0	-2.88270076028925e-06	1.91317448616742e-06	0	0	-0.0341042461749491	0.00420405726744599	-6.26055402625652e-08	0	0	7.04504601956368e-05	-2.04943559633484e-06	0
path:hsa00480	Glutathione metabolism	-0.0224959273177108	-2.30729336350875e-05	-0.00229732432751036	0	0	0.0736184202583084	-0.0129164013076711	-0.00261066019720309	-0.00338544151596974	0.152092204414911	0	0	-0.00199611976196059	0.0129495998160889	1.53268671391276e-06	0	0	-0.000210941446107141	0.00102927697502457	0
path:hsa00500	Starch and sucrose metabolism	0	0.00521916964029114	0.0001667772961377	0	0	-0.00421777889000166	-1.31521688804701e-06	-0.081079870117607	-0.00575481092298108	-0.00900518846498019	0	0	-0.0705313044352918	0.00412323641874989	-3.62542028610659e-06	0	0	0.000449673659352405	0.00018662395734356	0
path:hsa00510	N-Glycan biosynthesis	-0.130475897552478	-0.0212386646837896	9.35480273129134e-05	-0.414452851049049	-0.391427692657435	-7.39326910627631e-05	-9.16048612454025e-07	-0.00275169699982961	0.00295679137468316	4.83544011246992e-05	0	0	-0.0666181015568704	-0.000782799694942736	0.0139666331539043	0	0	0.000187099583344093	8.26120665375029e-06	0
path:hsa00512	Mucin type O-glycan biosynthesis	0	-8.93296414515424e-08	-0.00231746609953558	0	0	-0.00706964333234332	-1.09467210166762e-07	-0.00845883156715241	-0.0312391675224769	-0.0205288807067447	0	0	-0.0700347565429854	0.339728999298857	5.74419100413033e-07	0	0	0.000352944579383967	4.69015077541997e-06	0
path:hsa00513	Various types of N-glycan biosynthesis	0	-1.75113873289298e-09	6.15200565468436e-05	0	0	-2.67690285664873e-06	-9.66372462646214e-07	-0.00274680745709979	0.00308883074383876	3.67418993127627e-06	0	0	-0.0687516233839536	-0.000438195940769323	-9.89238208365094e-07	0	0	0.000222145783092161	6.53440060761814e-07	0
path:hsa00515	Mannose type O-glycan biosynthesis	0	3.62755550465915e-06	0.000105094007672652	0	0	-0.00415288322149596	-1.05054008522635e-07	-0.00274681150262925	-0.00575515420279645	-0.00345195684690059	0	0	-0.000534041824332155	9.9990402467682e-05	-7.26189222027714e-08	0	0	-0.000126493615912214	6.63321684079587e-07	0
path:hsa00520	Amino sugar and nucleotide sugar metabolism	0	0.00522402435176018	0.000103624995485605	0	0	-0.00422132116467367	-1.10735855529451e-06	-0.0853472317027435	-0.00576201703141617	-0.00852413373239323	0	0	-0.0355947740950598	-2.64903634702572e-05	-3.52246305265013e-06	0	0	4.64526759810551e-05	-1.2442828750318e-05	0
path:hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	0	0.00521602596481454	0.000103485854965876	0	0	-0.00421646348778818	-1.07187635879254e-06	-0.0796574162558941	-0.00575566115190721	-0.00851183314116958	0	0	-0.0355377632531697	-2.37494305101359e-05	-3.51717878755558e-06	0	0	4.21405969270601e-05	-1.23330426758449e-05	0
path:hsa00531	Glycosaminoglycan degradation	0	0.000281409208443767	-4.17920474309071e-05	0	0	-0.000396949379961948	-2.69161448611961e-08	-0.138113915147365	-0.000481291544911131	-0.000773954772560898	0	0	-0.00207318430540193	-0.000146764746926096	6.41850876813249e-08	0	0	-0.000735321980074113	9.94477905191263e-06	0
path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	0	0	0	0	0	0	8.85246772556857e-15	0	1.63321154433592e-20	-8.78429777749304e-11	0	0	-4.60511001580732e-12	1.60443571689097e-11	0	0	0	-2.42380541240216e-07	1.57020501617598e-13	0
path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	0	0	0	0	0	0	1.25735670945653e-13	0	2.31938701998126e-19	-1.24749217731335e-09	0	0	-6.53995259467377e-11	2.1931236735058e-10	0	0	0	-1.31609132727833e-07	2.25011435954212e-12	0
path:hsa00561	Glycerolipid metabolism	-0.00152851814616971	0.00515667370574708	-0.00983125025448334	0	0	-1.35879702246271e-05	-3.21119740668318e-05	-0.0046857362258451	0.00864907222552942	0.0119857404060862	0	0	-0.000841448745209971	0.0100952840818695	2.13476762869817e-06	0	0	-0.00842462384462806	-3.37456371725332e-06	0
path:hsa00562	Inositol phosphate metabolism	0.00724882294540381	-0.0229284960879845	-0.0159540770614798	0	0	-0.0426462795334528	-0.000317270261723319	-0.0035194125341987	0.0217771221909793	0.00179792194478168	0	0	-0.522648004639075	0.0939720976402684	2.28118849452014e-05	0	0	-0.195481248324382	-0.111936699101027	0
path:hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0	0.0051744120995232	5.86307696580009e-05	0	0	0	-9.64213523531568e-07	0	0.00313014395421954	-2.72906857571485e-06	0	0	-0.000116396106368508	-0.000177700781921388	-3.46098039993974e-06	0	0	-0.00122441739897936	-1.21940085125829e-05	0
path:hsa00564	Glycerophospholipid metabolism	0	0.00519241342064884	-0.00703772777763641	0	0	0.00259985199381737	-5.75378798679082e-06	-4.82256974756296e-06	-0.034715474351609	0.16733189647906	0	0	-0.0714666297951601	0.0101194509408811	1.23800382758775e-06	0	0	-0.218066749677995	-9.54838955973805e-06	0
path:hsa00565	Ether lipid metabolism	0	-6.21321827284597e-06	-6.25764213407805e-08	0	0	0.00265984626546361	-6.03105480394655e-07	-8.64348674999746e-08	-0.00184775361208397	0.000263110171601283	0	0	-0.000626621203448457	-7.86845250363339e-06	4.75054239972538e-08	0	0	-0.204491218986406	-1.71235289748576e-06	0
path:hsa00590	Arachidonic acid metabolism	-0.0967607384613486	-0.00781414451230316	-0.16410559305204	0	0	-0.0181464289811355	-1.39766534901061e-05	-0.0917800075021176	0.00310566944643847	0.0190800211991515	0	0	-0.174441570723419	0.00895661636413052	0.00975254684519562	0	0	-0.133435935656596	3.25666196603979e-05	0
path:hsa00591	Linoleic acid metabolism	0	-0.00139201077086516	0.00333617668034669	0	0	-2.67684816852403e-06	-1.42219463552339e-05	-0.00274680808945775	0.00850713789689854	0.0136320583110383	0	0	-0.0329432388329931	-0.000435746518707478	0.00321557753211255	0	0	-0.137483059029182	-1.49178557735249e-05	0
path:hsa00592	alpha-Linolenic acid metabolism	0	1.62498193339467e-08	-1.613925630313e-08	0	0	1.0261368499361e-12	-4.06436379608895e-07	-1.18652047744448e-11	1.43431017786834e-07	5.06130123227256e-05	0	0	0.000578217376127895	-0.000190035851400636	3.90237196307955e-08	0	0	-0.131606661101966	-3.56787510042169e-06	0
path:hsa00600	Sphingolipid metabolism	0	-0.0111580700947624	0.00237900547284365	0	0	0.00271293778342395	-1.25932023892414e-06	2.90035872926998e-07	6.3193085672089e-05	-0.0147933989676527	0	0	-0.0371355583955527	0.004202391652569	9.99158766925075e-06	0	0	-0.0230232686948981	-0.000366564630514037	0
path:hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	0	-7.71037472228528e-09	0.000166335846903091	0	0	-0.00415288322149596	-9.76918395154778e-08	-0.00274681150262925	-0.00267054811164196	-0.00351488562693375	0	0	-0.0355119668603152	-0.000272353544193928	-1.02981221072771e-07	0	0	-3.54482404657577e-05	-0.00231532777316157	0
path:hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	0	-5.44003893834171e-09	6.12672554364358e-05	0	0	0	1.42262198014148e-09	0	0.00305488355418962	0.000492721857932944	0	0	9.99684052836924e-06	-0.000373827681371752	-3.34529694802133e-08	0	0	-9.4450290724929e-05	-0.00231809458713439	0
path:hsa00604	Glycosphingolipid biosynthesis - ganglio series	0	-1.75056687072399e-09	1.33571662165508e-07	0	0	-1.52789559275785e-07	-9.694183334588e-07	-5.92087448202574e-08	2.54040983781868e-05	0.00125248817023952	0	0	-0.034526516047045	-3.8472659767298e-05	-9.57095202744576e-07	0	0	0.000153332052678342	8.34155158608885e-07	0
path:hsa00620	Pyruvate metabolism	-0.112836298923326	-5.57351099075718e-05	-0.0173143225945987	0	0	0.00251201064535799	-0.00346890742048317	-0.00557702029684587	-0.0274761846712407	0.0133524220064904	0	0	-0.24709407058328	0.00816109750918027	8.58198386729542e-06	0	0	-0.0238969621018404	1.42245293212062e-05	0
path:hsa00630	Glyoxylate and dicarboxylate metabolism	0	-1.20639305633177e-06	-9.63820456794229e-06	0	0	-2.69906318592532e-05	-0.0103201865210979	-5.05082725483824e-06	-0.0320750742689799	0.0129768262037611	0	0	-0.0704559160900996	0.027296351200582	-9.51892963254598e-07	0	0	-0.00520097787960623	1.73895965121214e-06	0
path:hsa00640	Propanoate metabolism	0	-3.06341679426192e-05	0.000222755048014078	0	0	-4.88738628570418e-05	-0.00346863110419737	-0.00556156421644057	0.00745798386372705	0.00329539701756543	0	0	-0.140516910654439	0.00839192843612592	-2.10947034229998e-06	0	0	-0.0235963636239067	-5.2235298790294e-06	0
path:hsa00650	Butanoate metabolism	0	-4.31147582963821e-09	6.21449539907387e-05	0	0	8.29651899330912e-07	-1.81897866568388e-07	-6.30563144223133e-06	-0.0321567218322524	0.0129072571260573	0	0	-0.0344068980499382	-0.000263591353347109	-9.89975058127273e-07	0	0	-0.00530578550407798	1.61188569113818e-06	0
path:hsa00670	One carbon pool by folate	0	-1.31889411177609e-05	1.47535109786383e-06	0	0	0.00254901150203783	-7.35193635937303e-05	-4.73326945660848e-06	-0.0358003658763232	0.00246097308571918	0	0	-0.0350150713905127	0.00408235459671882	1.04551995457685e-08	0	0	0.000295538324982096	0.000266480326039609	0
path:hsa00730	Thiamine metabolism	-0.142156012644768	0.00515693293189213	3.39446913943195e-05	0	0	-4.278011077351e-05	-0.0119037416379041	-4.87174414977127e-06	0.00433270985680715	1.6622915646218e-05	0	0	-0.0343126077089778	-0.000178610654241239	-3.43330266292252e-06	0	0	-9.38300238464421e-05	3.36778616337239e-05	0
path:hsa00740	Riboflavin metabolism	-0.118103183129398	5.47000652503135e-09	-0.000595485327988938	0	0	-1.83340420063086e-07	-2.45478909806516e-07	-4.84831420034548e-06	4.92044561501896e-06	1.25667040968103e-05	0	0	-0.000235353737843713	-0.000131299795031527	3.93527905824382e-07	0	0	-0.00137867345746718	0.000257617967790851	0
path:hsa00750	Vitamin B6 metabolism	0	-2.86425317107203e-10	2.0440635088123e-13	0	0	0	-4.37382077829764e-07	0	1.35271403911036e-10	9.89967299037995e-13	0	0	2.39033160030926e-09	-4.01762723525906e-08	2.46623722893872e-13	0	0	-0.000329592628316044	-6.16217581020398e-09	0
path:hsa00760	Nicotinate and nicotinamide metabolism	-0.00107117550562897	-0.0224189581961888	-0.00401656714624675	0	0	-0.00346882570503636	-0.0119435726637883	-0.00653123645175828	-0.0381325812133904	-0.0293503809360088	0	0	-0.240562777928819	0.00729656930328937	0.00324217577663751	0	0	0.00361204121757917	0.0608931151268077	0
path:hsa00770	Pantothenate and CoA biosynthesis	0	-4.24996367703283e-07	1.07761262173826e-06	0	0	-4.36679229962412e-05	-0.0343066556719384	1.68839561203341e-14	0.00126439053728867	0.00243850095754639	0	0	-0.0348213490006963	-0.00430113842511764	-6.44368008080675e-08	0	0	2.81690675109392e-05	0.000249539696326231	0
path:hsa00780	Biotin metabolism	0	0	0	0	0	0	-5.32321919223556e-12	0	0	-8.57877130251899e-08	0	0	3.73645341325712e-09	-1.4290201224601e-08	0	0	0	-0.0287017530033788	-5.13497930837137e-11	0
path:hsa00785	Lipoic acid metabolism	0	-5.90623875965019e-09	6.13761571567424e-07	0	0	0	-3.2680629215704e-06	0	3.56736643707407e-06	4.38184665421652e-09	0	0	6.63815631290147e-09	-3.19465546802746e-08	-4.02020914401936e-10	0	0	-0.0237029246236613	1.83403054840628e-09	0
path:hsa00790	Folate biosynthesis	-0.0170459562618257	0.00519978142438682	5.51211932742222e-05	0	0	0.00259575401898302	-0.00869669752885719	-1.67080878252034e-08	0.00311485280068648	0.00383108978141574	0	0	-0.00126439375418058	0.00424575701981036	-3.54677625203631e-06	0	0	-0.00136299211673236	0.000961092616774793	0
path:hsa00830	Retinol metabolism	-5.14770322522877e-06	-0.144305372274565	0.00342650391544811	0	0	-4.53088527786495e-05	-2.72820440998433e-05	-0.00275136446335277	-4.43124149478496e-07	-0.0128095086799478	0	0	-0.0840165266490158	-0.000251448998675391	0.00330680785535946	0	0	-0.000981405428289915	-1.04018522929912e-05	0
path:hsa00860	Porphyrin metabolism	0	0.0050811435391712	9.93550593414203e-05	0	0	-4.17707153948144e-05	-0.000254663726025465	-1.46854181778985e-07	0.00301880938418273	-0.00034478383715756	0	0	-0.0376948698651339	0.00389338897329999	-3.48378905782393e-06	0	0	-0.00058014255738479	-6.72462668829217e-06	0
path:hsa00900	Terpenoid backbone biosynthesis	0	-7.65824476129645e-06	1.23173572567495e-06	0	0	-4.18833316175211e-05	-4.63729917571369e-06	-2.26230757569374e-05	-0.0321469516417621	0.0218989593151188	0	0	-0.106052327956857	-0.00462019959788298	-1.97854889086205e-06	0	0	-0.00519456589547862	-7.34978388372261e-06	0
path:hsa00910	Nitrogen metabolism	-0.000416589711214809	-3.43772977588473e-06	1.72000528049242e-08	0	0	-4.01127071053988e-13	-2.2227896338845e-09	-4.05854289534094e-10	0.00450635458059175	0.0131319529959472	0	0	-3.69481446313876e-05	-0.000152804812622244	-9.55214985397776e-07	0	0	-0.00538279959236411	-0.000235868445157674	0
path:hsa00920	Sulfur metabolism	0	8.88171941125905e-09	1.53449588621202e-09	0	0	2.81470703504762e-07	-0.000270520223841883	-6.60299570375136e-05	-4.70483113861388e-07	-2.73071085994692e-06	0	0	-1.23148356847801e-06	1.28197448938695e-08	-3.62561801995436e-11	0	0	-0.0091171417898185	8.14780814457218e-06	0
path:hsa00970	Aminoacyl-tRNA biosynthesis	0	-1.63782642930793e-05	-0.000531911662193239	0	0	-4.69190783418014e-05	-0.142651701051432	-0.00283549470063074	0.00443426838782434	0.00529016532903903	0	0	-0.0698840154878943	-5.57787646233364e-05	-1.57392323087146e-06	0	0	-0.000161520477744868	0.000110650254141408	0
path:hsa00980	Metabolism of xenobiotics by cytochrome P450	-6.53707511357436e-06	0.00206008026652527	0.000387492751837054	0	0	-4.83117546314109e-05	-5.85011765871604e-05	-0.00621465218492837	0.00820812191363472	0.00578272738712705	0	0	-0.0835803174740694	0.00394636354083386	-1.67830442563178e-06	0	0	-0.00117974969244891	-1.63468584035202e-05	0
path:hsa00982	Drug metabolism - cytochrome P450	-8.52765526020501e-08	0.00376014590093414	0.000123385105195744	0	0	-4.65649869781529e-05	-0.00177606197900491	-0.00275267689403136	0.0115470914371311	0.0121972584141433	0	0	-0.0384564133951613	0.00381104503516916	-3.57707753464143e-06	0	0	-0.00635039648203797	-2.69937564239166e-05	0
path:hsa00983	Drug metabolism - other enzymes	-8.35376550273924e-08	-1.33510458589276e-05	6.51132343249239e-05	0	0	-9.03847780274283e-05	-2.17105868161605e-05	-0.0027525418656575	0.00844995369916401	0.012681143402201	0	0	-0.0727721448807495	0.00362815892063227	-3.00054567594573e-06	0	0	-0.00565889986398054	1.28826806917148e-05	0
path:hsa01040	Biosynthesis of unsaturated fatty acids	0	-1.12724411357049e-05	-0.000191067580962568	0	0	1.26117049596232e-06	-5.4330275503869e-07	-2.44078145363729e-06	-0.000100476727522728	-0.00028646837094382	0	0	-5.96081756199005e-05	-0.000251581909189444	1.82948176407562e-07	0	0	-0.0424274272699288	-9.71006969231349e-08	0
